Placement,Name,Score,id
1,Fluffy Spani:3,974115,48:58.6,9cea458c8bc2abac1044da4c5d7be77fc50615b49d41d83d
1,ISAB,974115,48:58.6,9ceb4383de90fef71c148c4c5d26e77fcc514ebc9a118d3a
2,Ramon,1095115,33:05.8,9fbf148ddbc4abf04d168a495972e771cf0415b49d42d03c
2,ButterCup,1095115,33:05.8,9ce9428fd892fbac4e14874a0c20e77ec4071fb496418e3b
2,BlackSquirtle,1095115,33:05.8,9cea14dd8bc0f9a11141d9195f77e770980715b99f42db39
3,LaMiami,1159320,28:02,9fba468ed793f8a11a16d9485d21e721cf5148e99b188d6e
3,Pyros,1159320,28:02,9cee15888c94fdac1916dd425876e373cc5619ea98188e6d
4,Vodka,1258340,26:47.8,9fbb13dd8d90aaf31e4b8f495b26e6729f004cefcc14d130
4,PVP master,1258340,26:47.8,9fbd45dfdf9efda410448f490b25e3749f5618b89a168a3f
5,Der_ute,1459300,22:42.7,9fbd168dda95fead18458f425b76e775cd031beacb19df3b
5,Xqisit,1459300,22:42.7,9cea148f8ec0f0f11046db4b5670e2229f551db496418d3a
5,Kakakarotcake,1459300,22:42.7,9cec14dada97fff34b4a89495921e170c8024fba9b17d038
6,Shadow,2248315,27:58.6,9fba438dd691fcf64d168c4b5d7ae025c8571ebd9f18de38
7,NNNNNnN,2433854,28:15.5,9fba45dadf93fcf74d16871f0d72e026cc514be8ca108939
7,guojia123,2433854,28:15.5,9fbc1283d690ada11142d9185e22e573ca0015b596148969
8,tAdPole,2445515,27:08.4,9cea17888bc2fda01b148e190d20e1759f561fb4ca45d138
8,YeastFornax,2445515,27:08.4,9ceb448f8e95abf61c118c4c5720e725c4074bb9cb128b6d
9,Noice!+2,2799355,26:47.7,9fbc43dad7c5fea0104486185b25e2719a0419ea9913dd39
9,SmokeY,2799355,26:47.7,9fbd1ededb92fba31b11871d5a7ae77ecb0614e899158931
9,You Are HeiGui,2799355,26:47.7,9fbd1082da9eabf41b47881a0b26e772c95748b99b14db3e
10,Yttrium,3267060,26:05.6,9fbb448f8994fca34d108f480d75e575c40c49e8c845d030
11,MozambiqueYYDS,3877910,15:15.7,9fba12ddda9fffa210468f1d0d76ef769f521be8c8198e3b
11,mape,3877910,15:15.7,9fbc178c8d92aff11947dd1f0925b577ca0d49eacc17d13d
11,Mardorla,3877910,15:15.7,9cb61188da94f0ac1a178f4f5a26b524cc551abb9f17d938
12,Time,3972270,24:15.3,9fbb1eda8ec5f8a54e14884c0d27e170ce071cbb9f418b69
