Placement,Name,Score,id
1,Guanium,1:33.967,9ce942dedd93a8a61e13871f5b7be77ec8054beacc428e31
2,Gone,2:00.45,9fbe1fddddc4fef64d41861f5873e377c9524eb99614d86c
3,FeedMePi314,2:03.667,9fbd44ddde91ada31b148e425770e37e99011ebe9615dc3e
4,AroundAverage,2:06.25,9cba44df8cc4f9ac18448a420b72b475cc0c1db8ca19896d
5,MrPlasma,2:10.967,9ce9108cd7c2fba51c1188195d77e026cb0118b9c816d16a
6,Asahina,2:11.3,9fbf128d8a90f8f11841de4e5b20e5769a064bb99d11893f
7,Maistas,2:23.6,9ceb43df8e94faf74e438f185f72e426cd561deacd45de31
8,Gielepino,2:27.567,9cea1482d694f0f01c148b1f5620e225c45114b59b438e31
9,donkeymule2,2:37.05,9cb943d8d797fea249468e4f5b76b473cc0d1eee9c14d03e
10,Hachey,2:46.816,9cea12888c94adf04942884f5b77e1739d0715b8cb46dc31
11,WOR ZOII3 LAK,3:03.5,9fbc428fdf94f1a74e43dc4e5973e07fc90748b8cb148a6a
12,Westvirginia,3:19.316,9fbf1ed98a9efca71e408c185a25e27199524ee99646de3c
13,SeeRukio,3:21.833,9fbd14ded696aba54c478a1e0b72e223980115bc99148d31
14,Polaris,3:25.4,9ce94288da96f8a718438f485676e77ecb0248bf9d448a69
15,WOR Z050 LAK,3:26.567,9fbc4589da90f1ad18168f435a26e775cc074fea9c13d831
16,ANDREW CHAN,3:33.717,9fbc4282dfc0afa01c45db490b7ae077c50d4cb5ca18de39
17,StarrySkyDF3,3:37.75,9fbf158cdb95fef64e118d425e70e121c50718ef9645d969
18,Chicken :),3:39.75,9ce9158fdec0f9ac1a17dc495a27e1749f0315be9844db3d
19,Hopper,3:43.967,9ce94183dc95faa14e458a4e5871e77f98511ebe9c41d13f
20,ikun,3:53.634,9fbd4382d996fef34a4bdd4c0d7ab3719d064ce89845893d
21,Vert,3:55.334,9fbf13d98dc0fba74b40d94a5a74e4749d021fbe9a42da6a
22,feinberg,4:00.033,9fbc44df8c95aaf61f43874d5d75e377980149e89e44893c
23,YeetDaNoob,4:01.05,9fbc13dddbc5aca54e11861f0c72b0739f001cea9e14da38
24,BroCat58,4:05.8,9fbd108cdbc5f1a51c46861e0c25ef75c5571eed96448e6a
25,zuimeng,4:09.15,9fbe41dfde93f1f34c108f1e5721b773cf5014bc9e13d030
26,High Wizard jp,4:09.617,9cbb1f8a8c9fadf118178e195d71b47fcc571dee9b45d838
27,K4S6M,4:15.483,9ceb1e8ed994f8a41b41d91f5e71e423c95649b49c13893d
28,2649935474,4:18.967,9fbe44d8dc91f9a510408f180d20e27f9a074befca13d93d
29,FraiseTagada,4:19.3,9ce9418cdac2a8a14e458a4e5871e77f98511feaca118a3e
30,7,4:23.183,9cb81683d993fba24947dd4a5c21b471cc0d18bfca438c38
31,chickenshark,4:25.884,9fbe17dfd8c0f8a14d4a8d1e5974e621ca551dbb9843d130
32,Marshader,4:30.35,9fbc12d989c2abad1a45de435a72b47ec8551db9c816de30
33,ILoveThisGame,4:30.6,9ce942ded8c0f9f41f42dc190c22e77f9a0c4eb49612d138
34,DotTrevv,4:33.267,9ce91fded892fea41d1686190c21e370cf031fe998458e3b
35,Evan,4:36.483,9cea128bd795aff019168d4a0c20e374980048b5ca43d06a
36,A'nan,4:37.5,9fbc128cda95a8f61b43894d5a21e0269a0c4ebfcf448b3c
37,Kerone,4:41.9,9cea168adb95aba14b458b420b25e77fce551dbbcf158a31
38,Monster,4:46.767,9cb6178ddcc7f9f01a4a874c5d25e726cc5548be97468b6a
39,SomeWabalan,4:49.767,9fbc1ed98c92fcf34b42dd1d0971ef779a571aba9619896d
40,xrlylyl,4:51.567,9fbe1edddcc7aaac1b40d91f5f26e576c40c48be9641d03e
41,Alex,4:51.767,9fbc41d9d795f9f119448c4b0977e0229d0315bd9e16da31
42,IndoorWallaby8,4:52.717,9fbf46888dc7aba11c108f4c597be423ce051bbacc18da3c
43,Krelli0608,4:54.433,9fbe45dade93fff31c1387495b72e525980048e99d43da3b
44,ll,4:56.683,9fbc46dadac2fbf31e108c1a5921ef709e024cbcca19d83b
45,Player9414715,5:02.95,9fbd1f8f89c5aca41b42db1d5d7be0709a054fbfcd19d138
46,Maple,5:03.767,9ceb42dad992faa04a13da4f5d71e2249a0118b59912d86b
47,KotalKatil,5:16.617,9fbc1edfdc9fa8a21c42da1a5c20b7719e074cb4cd11da6c
48,Ayeccs,5:21.15,9ced158ad6c7abf74d408e1e5f22b424cd0148b99a43dc3f
49,Itna,5:23.383,9ce945dfde94aba71c178d425725e674cb041ab9c819df6e
50,Aleccrazy,5:23.416,9fbf15dad79fa8a74e448d190c7be771ca5749b99914d130
51,MikoAE,5:33.066,9fbc46898cc7f1a71e168a4f0a26b077990d4fe8cb458b3c
52,Agent W,5:36.217,9fbe138a89c5fdf31a448d4c5870e576ca5048e99b19dc3c
53,<elves>,5:36.55,9fbc1edfd9c5f8f61b41dc4d5e21e575c9051cbd9d148c3d
54,NIK,5:41.916,9fbd4683db9ff8f41c458f195872e475cb051ab9cd15dd6c
