Placement,Name,Score,id
1,SirCr0wley :),70,38:34.8,9cea43d88996fea44d47da1d5f20e07f9d034eb99813df6c
1,Jandalf,70,38:34.8,9cba1eda8ec2aaac4945dd4d0a77b470cc0c1fe89914db38
2,Soul,88,35:51.2,9fbb438dda95f8a54c10d91e0d7bb777c50648ba9a188b39
3,MysticaL,88,45:27.5,9cec1edf8b96adf01b43d94f5e74e677ca5614e9cb45d96c
4,Turtles,93,39:33.1,9fbd44888c9faaf41d118f190c70ef22ce0614bf9c158b31
4,Good Morning,93,39:33.1,9fbf42dddcc7fcad4c11d94a0e7be022cd5214bd9b19dd38
4,Lt is4 idiots,93,39:33.1,9fbf12828e9fada44d41864f5d7ae575cc5014b99711dd6d
5,bcxmf,129,38:33.1,9fbb43838bc7f0f01d168b185a74e4739d0748b5cc188a6e
5,Makka Pakka,129,38:33.1,9fbb438f89c7f0a64d138d4a5a22ee729f074bbb9a12896b
5,fan005005,129,38:33.1,9fbb1fdfd8c5fdf019428c4c0a74b724c8554fe99746de3b
5,jandalfual,129,38:33.1,9fbb14ddd8c5ada4114486185622e676cc0149ba9c45d16e
6,SuperIdolssmi,129,41:03,9fbe43ddd6c0f8f31c42891f5776e122cc064eb59d43df69
6,NINJAKIWI,129,41:03,9ceb14d8d99faff01a118a4e5677e725c95719e997108a6e
7,MoLo1276,157,34:23.2,9fbb438adf97f1ad1c4b8a4f5976ee7ecd0649ed9915df31
7,zoo9,157,34:23.2,9fbb44898e90f0f61046d94e0c21e67ec5001ee89c418d39
7,Kakakarotcake,157,34:23.2,9cec14dada97fff34b4a89495921e170c8024fba9b17d038
8,Zacground,221,39:34.4,9fbc438ed990ada54c14db4b0e20e622985249b999168a3d
8,BANANASC,221,39:34.4,9fbc468ddbc5fea54a13881d5972b074ce504cef9716db3b
9,XianShi2,227,33:46.5,9fba15ddd894ada71c428b490d71b322990d1ebecc178b6a
9,Xian Shi,227,33:46.5,9fbd178d8d91a8f64a47871a097ae325c4031fb59717dc6a
10,WinnieTriceps,254,38:00,9ceb1083df95fca74d428d4a0c76e6759e0c1fbc9610da3b
