Placement,Name,Score,id
1,YtseJam,0:36.35,9ce941d9ddc2afa3494a8f495d70e77f98071ebacc118b6a
2,Gone,0:37.933,9fbe1fddddc4fef64d41861f5873e377c9524eb99614d86c
3,Olinequ,0:38.75,9fbf158ddb93afac1f4b8a1f5874e122c9574fb89c168e3f
4,Patthebigmonke,0:39.75,9fbf12828e9fada44d41864f5d7ae575cc5014b99711dd6d
5,L01Y,0:39.883,9fbd1382d690fca61840dc4e0c73ef709a041aefcc44d131
6,AroundAverage,0:40.583,9cba44df8cc4f9ac18448a420b72b475cc0c1db8ca19896d
7,bean,0:40.833,9cb8438cd89fafa21a468c4c0d72ee23cc504fb9cf11de69
8,FeedMePi314,0:41.333,9fbd44ddde91ada31b148e425770e37e99011ebe9615dc3e
9,ikun,0:41.483,9fbd4382d996fef34a4bdd4c0d7ab3719d064ce89845893d
10,MrPlasma,0:41.517,9ce9108cd7c2fba51c1188195d77e026cb0118b9c816d16a
11,YT:ANDRE8657,0:42.967,9fbc438bdfc2aca21b148a4a5977e270cd501abb9c15dc6b
12,- Cyclop3s 49 -,0:43.067,9cec1edfd99efda74e178b4f5a70b321ca0348e99b14d169
13,zarrot,0:43.3,9cec118d8b96f1a31f118b4a5a76e526ca031eb89e42df38
14,Bee Chanoknan,0:43.55,9ced148d8a90fca61c168e420b22b574ce564fb99942dd30
15,mizon yala,0:44.017,9fbb148e8d90fbf649428a480974e626c9501ab4cb45dc30
16,Crowley (Real),0:44.217,9ceb4383de90fef71c148c4c5d26e77fcc514ebc9a118d3a
17,WOR ZOII3 LAK,0:44.55,9cb71e8a8996fbf11d13864a5621b273c80715bfcd138b69
18,YT-FynnEbsen,0:44.65,9ce941df899efea14c16874c5627e77f9f521de99e458d3d
19,Westvirginia,0:44.934,9fbf1ed98a9efca71e408c185a25e27199524ee99646de3c
20,donkeymule2,0:45.283,9cb943d8d797fea249468e4f5b76b473cc0d1eee9c14d03e
21,Lynxpohr,0:45.416,9fbc178cda93f0a01944894d0a77b77e9e501bee9f16da69
22,Monster,0:45.7,9cb6178ddcc7f9f01a4a874c5d25e726cc5548be97468b6a
23,Krelli0608,0:45.75,9fbe45dade93fff31c1387495b72e525980048e99d43da3b
24,VeDAN,0:45.95,9cb612deddc2aaa01910de490b21b524cc5548bd9a16dc6b
25,Felicia(real),0:46.05,9cea458c8bc2abac1044da4c5d7be77fc50615b49d41d83d
26,Maistas,0:46.283,9ceb43df8e94faf74e438f185f72e426cd561deacd45de31
27,BroCat58,0:46.45,9fbd108cdbc5f1a51c46861e0c25ef75c5571eed96448e6a
28,Lallabu,0:46.483,9cb6148ed693fcf61811861e5977b275cc5518bccb438c6b
29,hase,0:46.65,9fbe41d9d796fea749168f1d097ae576cd571aee9712db3d
30,Player,0:47.1,9fbd10ddd792ffad494186480927b472c80519ba9a42df6e
31,Domingus Boomr,0:47.333,9fbf42dddcc7fcad4c11d94a0e7be022cd5214bd9b19dd38
32,Dakota Jackson,0:47.467,9ced428adcc2fdac4b14db4c0b74e275cc554fbeca19df30
33,ThaEmprahh,0:47.517,9fbe11d8d9c7fdf111108e4f5920e575cc051ee9cb45da3e
34,Vert,0:47.95,9fbf13d98dc0fba74b40d94a5a74e4749d021fbe9a42da6a
35,Alex,0:48.15,9fbc41d9d795f9f119448c4b0977e0229d0315bd9e16da31
36,zuimeng,0:48.25,9fbe41dfde93f1f34c108f1e5721b773cf5014bc9e13d030
37,Chicken :),0:48.5,9ce9158fdec0f9ac1a17dc495a27e1749f0315be9844db3d
38,failure___,0:48.6,9fbb14d8da9fa8f04a4a86490a71e7219a051fb898118e39
39,ALL_INSTAS!!!,0:49,9ced1f83d9c3fda511428e4f5b20ee71c95214e8cd43d139
40,BlueBi0 :),0:49,9fbe44d8d6c4aba11917864b0972e272cd511db89e41dd30
41,<elves>,0:49.217,9fbc1edfd9c5f8f61b41dc4d5e21e575c9051cbd9d148c3d
42,chickenshark,0:49.65,9fbe17dfd8c0f8a14d4a8d1e5974e621ca551dbb9843d130
43,feinberg,0:49.884,9fbc44df8c95aaf61f43874d5d75e377980149e89e44893c
44,Khaos,0:49.967,9fbd4483da93a8ac494a86495e75ee7399001ae89e42dc69
45,Hopper,0:50.267,9ce94183dc95faa14e458a4e5871e77f98511ebe9c41d13f
46,Cici,0:50.4,9fbc1edf8c96a8a74d138d4f5a74e670c8571fbdcb16d06c
47,Evan,0:50.467,9cea128bd795aff019168d4a0c20e374980048b5ca43d06a
48,YeetDaNoob,0:51.5,9fbc13dddbc5aca54e11861f0c72b0739f001cea9e14da38
49,Kerone,0:52.15,9cea168adb95aba14b458b420b25e77fce551dbbcf158a31
50,Axyom,0:52.267,9ceb158a89c5f1a318478f1e5976e126cd0015bd9f41de39
51,TheKingOfAllV2,0:52.516,9fbb13dfdb9ffcf61044db1d5d76e324c9514cb89a15df69
52,7,0:52.55,9cb81683d993fba24947dd4a5c21b471cc0d18bfca438c38
53,Spani (Real),0:52.867,9cba1eda8ec2aaac4945dd4d0a77b470cc0c1fe89914db38
54,K4S6M,0:53.084,9ceb1e8ed994f8a41b41d91f5e71e423c95649b49c13893d
55,VioletHero1760,0:53.167,9fbc1e8c8d94fdf31046dc185e26b526c4574cbb9713dc3d
56,xrlylyl,0:54.05,9fbe1edddcc7aaac1b40d91f5f26e576c40c48be9641d03e
57,Catstone,0:54.283,9ced458dddc4a8a34c478a195e21e17eca0114bd9741d06c
58,der_ute,0:54.417,9fbd168dda95fead18458f425b76e775cd031beacb19df3b
59,choccy onion,0:54.466,9fbd148f8e97acf64916da495f21ef74c5514eef9d458b3d
60,mdeschu,0:54.633,9ced458addc7f8a14c478a195e21e17eca0115e99b418a6c
61,Oneplay ID,0:54.683,9fbe4389dec2faf31917864b0972e272cd511cbaca43896b
62,chocbox,0:54.934,9ced1583db93a8f74e11db4b097bb27ecb0018e998438e6d
63,Fredrik,0:55.067,9cec1489db96fbf44c148d185a70b425cf0c4fbccf16d03a
64,SeeRukio,0:55.433,9fbd14ded696aba54c478a1e0b72e223980115bc99148d31
65,spejamham:D,0:55.7,9cec45dd8d96aca01b40db4c5d70e624cd0049becc42df3b
66,Franiu F,0:55.8,9fbb14888bc3aaa71817db1e0c7ae07e9e5048b9cd19893c
67,rvcn_47,0:55.883,9fbb1f898a95aaa318178f495873e57ecc0718b8cb178d31
68,IndoorWallaby8,0:56.033,9fbf46888dc7aba11c108f4c597be423ce051bbacc18da3c
69,ANDREW CHAN,0:56.3,9fbc4282dfc0afa01c45db490b7ae077c50d4cb5ca18de39
70,Abdullah,0:56.733,9ce91688dfc2a8a64d408c485d25e270c4564fe998188e3a
71,Player6350819,0:57.1,9fbb138cd6c5adad4c16861f0e7be123980349ea9c178c6d
72,ai he,0:57.2,9fbc1edfdc92afa61e118d485b77e572cb0314bccf468c6c
73,Janky,0:57.617,9fbc128c8d9ef9a01e418c4a5a27e626c8054cb89e138930
74,Ariq123,0:58.15,9fbc1ed8de9ef0a41c408f4d5777ee269a0148b49641df3b
75,zhuyifei1999,0:58.15,9fbe43ddd89ff1f31a17db195d22e222cc031deecf468b31
76,A'nan,0:58.366,9fbc128cda95a8f61b43894d5a21e0269a0c4ebfcf448b3c
77,Brixel,0:58.8,9ceb1fd8dac5fbf11e42db4c5a21e122cd051bbfcd45d06a
78,SomeWabalan,0:59.6,9fbc1ed98c92fcf34b42dd1d0971ef779a571aba9619896d
79,Dr. Monkey,1:00.283,9ce9468a8ac5fff01c168e1f0e20e521cd0c1beecb10da6c
80,Godbot,1:00.8,9cea1082dd90acf34d148d185977e77fcb004fbac813d03c
81,dsero,1:00.9,9fbe158f8a9ff0f71b13da485a27e47fc4571ebb9b15dd30
82,SpiderDude,1:02.033,9ce944828991acf11a13861f0e77e0779d004fb89a11dc3c
83,Polaris,1:02.2,9ce94288da96f8a718438f485676e77ecb0248bf9d448a69
