Placement,Name,Score,id
1,Feinberg,27,29:00.3,9fba17dada95f0a71c40894d5e7ab274cd004eea99438e3d
2,Spani:3,27,29:21.6,9cea458c8bc2abac1044da4c5d7be77fc50615b49d41d83d
3,Axyom,27,31:30.8,9ceb158a89c5f1a318478f1e5976e126cd0015bd9f41de39
4,ISAB,27,31:30.8,9cba1eda8ec2aaac4945dd4d0a77b470cc0c1fe89914db38
5,TestKuh,27,33:45,9ced128ddbc3f8f11a118b4b5e22e775cf031eef9744d838
6,FNC xVisit,27,37:07.5,9ceb428dd795f0a24c42de19587be37ec90c15e89c148c3c
7,(Katabu),27,37:07.5,9cec1eded894a8a6184a8d420925e575ca5615bacd17d83e
8,BigSwampOwner,28,42:09.8,9cb942ded6c0aca61b16d918587bb426cc0d1cbf96458d38
9,ShadowLp,28,42:33.2,9fbd108edc90aca61c46861e0c25ef75c5571eb99715dd69
10,III,28,46:21,9fbd438ed794fea51145884e5a76b77ecc0548bacd45df6e
11,10,29,50:25.2,9fbb14ddd8c5ada4114486185622e676cc0149ba9c45d16e
12,Milish,31,34:24.2,9fbd1f8f8a95fcac1c448b420920b771cb521eb4c843df38
13,Vodka,32,39:41,9fbc43d9dac4f1a311108a4e5f22b07e9f0118ea9741da6b
14,Gura,33,26:29.6,9fbd458d8bc5a8a64946de4f5f27b7769a501aedc8418d3e
15,Francis,33,26:29.6,9fbe43828cc2afa41c108b190c7be27ec5551ce99810df3f
16,Dave,33,38:34.2,9fbd1283d6c3ffa01817d94c5a22e723995249eecc44d83e
17,PokeTakudi,34,33:14.9,9fbd418adc91a8a21f458f4e0d76b524cb031be9ca43df3c
18,PeachPanda3841,34,35:19.4,9fbd178d8e9eaba24d40dc4a5e22b023c40c4fea9f158a6b
19,fishlog23,34,35:19.4,9cba41d9dbc7aca01946894b0c75b070cc0d4fbfcd468d30
20,Green Yogurt,34,38:21.5,9fbb4482dc92fcf64a148c1f597ae726cd501cb5c810d939
21,circpaydad,34,38:21.5,9cec41df89c3fbf31c42874b0b7ae022cb5214bf9941db3e
22,Soul,34,50:03.3,9fbb438dda95f8a54c10d91e0d7bb777c50648ba9a188b39
23,shiroi,36,26:36.1,9fbb44d8d9c7fbf44d178b1e0c25ee26995115bf9f46d16e
24,JG466,36,26:36.1,9ce9428ada94f8a11d10de4d5672e77f980d1fe89611d83e
25,Loui,36,33:37.7,9cea13da8b93acf11844de425725e77fcb011ee8c8468e6d
26,:),36,34:00.4,9fbc12838a91faa61e418c4a5a27e626c8054cbb9f12da6e
27,Liberty,37,36:49.3,9fba16d98cc0aca34c1689435c70b275ca071cea9e19896d
28,Liberty,37,36:49.3,9fbb438add93f0ad4b418d4c5873b777cf014fb5c8148b3d
29,GragasIRL,38,31:14,9fbb16838d9ef8a1104adb4e0d27e071c8031bbe9a13dd6e
30,ColdDweller,38,31:14,9ce911dddfc0a8a71b10894c5770e6759f511dba9b19db3b
31,Player  1,38,33:53.6,9fbe13dd8d92aaa14d438a4b5726e575cc5618e99e10d96e
32,mdle67,38,33:53.6,9fbe13dd8d92a8f118138642567be575cc0d4cba9b10dd31
33,EliteMaster2724,39,32:48.6,9fbb45ded992adf110408a4b5b26e473cd0648b99d11d16c
34,SpiderDude,39,32:48.6,9ce944828991acf11a13861f0e77e0779d004fb89a11dc3c
35,SkeletonCow,39,33:33.8,9fbb438ade91f9f11a11dd4a0d7ae026cb041ee8cd41d16e
36,SkeletonCow,39,33:33.8,9cb641dedfc7a8a31817db490c75b322ce0c4bee9c18dc6d
37,AmberLeader198,40,31:02,9fbb118d8b94fdac1d138d4d5d75e7229a004ee89744de3f
38,Cap Capsl,40,31:02,9cbb1f89dd90faa24d47da1d5d7bb326c95714be9c438e6e
39,stopthiseso,40,37:09.6,9fbb438fdf96fbf61e44894d5973e0239a521ce8cc10d13a
40,Yao Chen,40,37:09.6,9fbb168ddc96fba34c46dd180971b025c9571ce9cf43d93f
41,Saiko,40,37:28.2,9fbe1182dd97a8a01e138a4e0d21e575cc044cbfcc19d130
42,Faken,40,37:28.2,9fbf158dd796ffa21142dc4a5673e3249f0d1fe89c428c69
43,Windkey.,41,26:34.6,9fbb438fdfc4a8f41a47dd195827e6249d0d14b5cc15de3e
44,monsterman_03,41,26:34.6,9fbb44dfdf92ada110478e485c25e77ecc0c1bef9b158a30
45,flareOS,41,33:07.5,9ced158ad790fea14b168f485721e071c8044cbfcb44d03c
46,Alphahex,41,33:07.5,9cbb44d8dd94afa21f11874c0c75b724cd561bee98418930
47,XImSkYRiiKZzz,42,30:54.8,9fbc1ed9dbc4faa24a13d9425d21b577cf0214bf9d15d938
48,WOR Z050 LAK,42,33:08.3,9fbc4589da90f1ad18168f435a26e775cc074fea9c13d831
49,Makka Pakka,42,35:58,9fbb438f89c7f0a64d138d4a5a22ee729f074bbb9a12896b
50,miracle,42,35:58,9fbb168bd79efea01e478a1f5774ef26cb5714ef9616df39
51,Arielo3o,42,37:26.3,9ce913d9d893adf61a4189495a75e77fcf021fed9c19dc30
52,Stephen,42,37:26.3,9cb943dfdf93faa2184a8f495972b474cc0d19b89711dc3f
53,Strawberry,43,22:34.5,9fbb4389d993acf61b47894e0b7be325cf561abf9f46de3f
54,Jinyinqiu,43,22:34.5,9fbd4582de97faa71a168f425676e67f985119ee9943de3a
55,QuotenOppa1255,43,24:36,9fbc44828cc4f9ac1a4a881f577bb276c90014b99d14df6e
56,VioletHero1760,43,24:36,9fbc1e8c8d94fdf31046dc185e26b526c4574cbb9713dc3d
57,WALALA,43,24:39.3,9fbb438bd895aba51b46dd4d5b7ae17498051cba9943d03b
58,Beyond,43,30:10.1,9fbb44dddc94afa54a16de4f5f21e1259d574cb49a46d86a
59,HayGuy,43,30:10.1,9ceb46828e90ffac4c43de4a597ae77fc9071ae8cc438c3d
60,Glenn,44,26:02.4,9ce9428dddc4f1f049118c4e5d73e77f9e5719bd9f19896e
61,Nerwowy,44,26:02.4,9cb81f828bc0ffa24c428a1a0e27b023cb561eed9912d86c
62,Leon.,44,32:18.5,9cec45d88b92fea74c4b864e5872b023cd0749bdca19db3c
63,Jonas,44,32:18.5,9cb94589dc90fda41a1687190d27b574ce5014e9c842df6b
64,Umu,44,34:15.6,9fbf17daddc5a8a61f1088495822e771ce0715ba9a138e39
65,night,44,34:15.6,9cb81683df97f0f419428c180d72e774c8024eb49d11de31
66,Irrlicht,44,34:16.8,9ce9418e8dc2adf118138d4a5b20e77f9f064cbe9619d938
67,zuimeng,46,22:09.2,9fbe41dfde93f1f34c108f1e5721b773cf5014bc9e13d030
68,kolsk,46,22:09.2,9ce914d8dec5aca24a43894c5f21e526c50514bacf42d130
69,Courraffe,46,29:27.3,9fbd178ad8c3a8f11a138d4b0d76b721cc001ebb96178b3f
70,Howey,46,29:27.3,9cba4189dd94f0a11110db485a71b526ca071fb9cc418c6b
71,Polski,46,30:49,9ce9178ed8c4f1a51a44d91d5622e271c80c4eb4c816dc69
72,Kaszka ;),46,30:49,9ced17dd8a96aaf71a10d9430e22e677cf0718e89f14d030
73,Unicorn,47,30:21.6,9fbf11df8c90a8ac4d43874a5a75e576c9564fba9c12da30
