Placement,Name,Score
973,Brancobsb,12:27.317
974,PyroFlare,12:27.95
975,Nk277531,12:28.217
976,Doge Meow,12:28.483
977,Milk,12:29.45
978,biryu75,12:29.883
979,Introlyse,12:30
980,447823331,12:30.016
981,Exdett,12:30.067
982,Player,12:30.384
983,Necromorph,12:30.533
984,HomingMissel,12:30.65
985,Pepingwing,12:31.084
986,ShorkNathan,12:31.417
987,wheresmysnow,12:32.4
988,Sean Kee,12:33.267
989,Morose,12:33.65
990,ConnieLingus,12:34.417
991,ValiantBadger23,12:35.017
992,SebaN,12:35.066
993,-Checkjosher-,12:35.1
994,Player7885566,12:35.117
995,Physical,12:35.184
996,Jay596,12:35.8
997,Tue Nguyen,12:36.15
998,Lama,12:36.617
999,VioletHero1760,12:37.25
1000,OliveKnight1114,12:37.25
