Placement,Name,Score
977,andreguidelli,16:58.816
978,Mozhart14,16:58.867
979,Txkuerbiskopf,16:58.95
980,PancakeGaming,16:59.033
981,ImAmyReal,16:59.167
982,Urmom,16:59.267
983,HeroicTiger3545,16:59.433
984,MemedByYu,16:59.484
985,shashlah,16:59.633
986,Verall,16:59.75
987,Besose,16:59.767
988,BONEYSKELETON,16:59.8
989,TessKay,17:00.016
990,KK056,17:00.5
991,Smins,17:00.566
992,Bomdroppa,17:00.567
993,Vixinex,17:00.75
994,jaskula,17:01
995,SaltyDreamBear,17:01.367
996,Noam,17:01.6
997,Leo,17:01.617
998,Hakes.,17:01.917
999,BananaLegend374,17:02.017
1000,Bonk-monke,17:02.483
