Placement,Name,Score,id
1,ANG-Z,7:51.167,9cea1fde8b93aca34b11db4a0d75e7709a501bee98118d39
1,Axyom,7:51.167,9ceb158a89c5f1a318478f1e5976e126cd0015bd9f41de39
1,VeDAN,7:51.167,9cb612deddc2aaa01910de490b21b524cc5548bd9a16dc6b
1,donkeymule2,7:51.167,9cb943d8d797fea249468e4f5b76b473cc0d1eee9c14d03e
2,Legenderik,11:01.1,9fbf16da8ec0fff31c408e185671e377cc0519b4cd17db39
2,Banane,11:01.1,9ce91f898bc3f0a21f4b8c4c5d73e1759f0c49be9f18da3d
2,Lack,11:01.1,9cea14828c92fda21a108c4c0970e5259a054bbd9845da6e
3,Rang,13:48.517,9cb841dddd92fdf34b11da4a5f27ee24ce554ce99d12de3e
4,wzymy,15:14.617,9fbc1edf8c94abf71c42da1a5c20b7719e074cb5c819896a
4,DunGeonMaster,15:14.617,9fbb438bda97a8ac4d45d9485e71b7239a0118bf9612d138
4,GluePhoenix266,15:14.617,9fbb1ed8d9c7aff41d43d9435e72e67299504bbacd11db3e
5,H,15:23.084,9fbb44dfdbc2aaa24a42d91d5a70e175c80c49ba9c10d06c
5,Q,15:23.084,9fbb1fddd9c0a8a44c42de1a0a26e575cb0d15bccb17d06e
5,Endwl,15:23.084,9ced418dd792f0a11e46de490e71b575ca0d1ebf9a418b6e
5,CircusGalop,15:23.084,9ced1e8adec5f8ad1a10884b5f71ee71c8024cb5cb46d13d
6,MonkeyDude,16:03.883,9fba12898991f1ad1e41dd495c73b372c9004ebb9a45da3d
6,Isshiki bro,16:03.883,9fbd1082da9eabf41b47881a0b26e772c95748b99b14db3e
6,IxAMxREDEMPTION,16:03.883,9fbf13dd8c93fff14a4a891f0a7ae074ce0415ee9a13da6e
6,MonkeyMan,16:03.883,9fbb178d8d92f9f74d448d495c22e726ce051ce8cd18d93f
7,unhomie,17:47.3,9fbe14838cc3abad1944de1f5e72e17fca074bb59f138d3b
7,Tacotown314,17:47.3,9ce911dd8a95acac18138a1d5d73e77fcc551eef96128a39
8,Sparky,19:41.067,9fbb44dddd90ada51e448f195721e025cb054bb49e45893a
8,i_dont_sab,19:41.067,9fbc43dad7c5fea0104486185b25e2719a0419ea9913dd39
8,DiegoRagazzi,19:41.067,9fbf108cdac5f0a5104a8d4e5972e322cc041ebbc818db6b
8,HoboJoe,19:41.067,9cb91389d693f9ad1e428e4a5620ef76cc0d48bcca15da3e
9,BegkiL,19:53.55,9fbb4388d796afa54b4b87430922b077cc031abd9a45db39
9,XSHshooter,19:53.55,9fbb418fd991fcf61c458b4e567ab576cf034eb49e13de31
9,Zeroyyz,19:53.55,9fbb44dedcc2aaf41941dd4c5e7bb073cf0c4bba9745d169
10,Lucifez6160,21:17.4,9fbb428ede9eaaa34b41d94e577aef7499551cb89a14d13d
10,Funky_Monkey,21:17.4,9ce945d8d7c7aca71947de4a0b7ae67fcb551bbf9a13db3a
10,Shmoopay,21:17.4,9fbb428c8cc7fea04d42da435920e774c45118b4c845dc6a
10,meth head,21:17.4,9fbb1f88dcc4f8f01d448b4a5e27b376cc034ebeca178e3e
11,SdEE SpeedRUN%,21:51.6,9fbb12deda93f1f01d4a891f5e76e5719e0348e89742df69
11,ISAB,21:51.6,9fbb148bdac4f8f11b46de495626e324cb551fbecc15db3d
11,Katabu,21:51.6,9cec1eded894a8a6184a8d420925e575ca5615bacd17d83e
11,ButterCup,21:51.6,9ce9428fd892fbac4e14874a0c20e77ec4071fb496418e3b
12,Acrid,22:13.434,9fbf108fdec2a8a71c438c1f5d26e321c50618e8cd158d6c
12,FunkyMunkey,22:13.434,9fbb44d88dc7fdf44e4b8f4f5d7ae7259d011eed9f10db31
12,JamesL06,22:13.434,9cea14dfd796ffa4494a8a430a22e1239f0219e9ca178b31
12,KermitEFrog,22:13.434,9cee108bdc94abf119148c1f5e72b57ecb0648ee9918896a
13,Overclock,22:29.433,9fbd15dfdf97aca2494b86195874b776c50d14e99e42df6e
13,hereticfan2013,22:29.433,9fbe158ad89ffda34a108b435872e17fcf071fbfcb458e3c
13,PeachPanda3841,22:29.433,9fbd178d8e9eaba24d40dc4a5e22b023c40c4fea9f158a6b
14,Yan,25:24.65,9fbb42d98c95f8a24a458e4c0a26ef769f5115ef9c158b6b
14,TealZebra3242,25:24.65,9fbb1eddd99ffbf41017d94f5b7ab372cd001fb9cd148e6b
14,TheJudge,25:24.65,9ceb41dddbc5fba54c43da4f0b7be473c55149bacd11d06c
14,MostToxicWins,25:24.65,9cb9418c8d95fca34b47db1a0a22ef26cc554fef96158939
15,bradmcclendon,26:03.533,9fbc12ded797f0f61a45de435a72b47ec8551dee9a13db3c
15,Sleepytoucan,26:03.533,9ceb13df8dc4fca31a46864c5926e7259a5648e9c845df3b
16,LongShanks,26:08.933,9fbf12dad9c3aaf01d108c1d5e73e07fc8514fbb9716d930
17,fogemming,26:10.3,9fbb148e8c9eaba44c42dc4c0e74ee71cf0d19ea9d18d93a
17,Courraffe YT,26:10.3,9fbd178ad8c3a8f11a138d4b0d76b721cc001ebb96178b3f
17,Ameen Gamer,26:10.3,9fbe468dda9ff1a71a4286495671e070c90419b9ca12da3f
17,WILD PC GAMER,26:10.3,9fbb46d8dcc2f8f31943db4e097be423c90415bd9d10893d
18,Mew513,30:02.134,9fbe1f8b8e93fdf41f43894f5926e172ca021ebccd10da6b
19,DotTrevv,30:43.05,9ce91fded892fea41d1686190c21e370cf031fe998458e3b
19,MoLo1276,30:43.05,9fbb438adf97f1ad1c4b8a4f5976ee7ecd0649ed9915df31
19,AJgaming,30:43.05,9fbe178dd7c3ffa11017dd195d7ae576c4021db89a448b6c
20,Yuki509,31:07.284,9cec1e898a93a8ad10438c4a5d77e477cd0248bfc841d96e
21,Rafiial2,31:32.767,9fbc10888ac5a8a34c45d9420b7bb272c8551dedc811d93c
21,Rafiial1,31:32.767,9ced1488db9ffbf11117874c5f20e324ce521fbd97468c6a
21,Letstop1,31:32.767,9cb6458ed896fba31b14dd1d0e77b522cc5519b99f438e31
22,Tikkkzz,33:27.083,9fbc458e8a93faac1017da4e0e22b47ecb0115bf9a108e3a
23,Matrix,34:30.25,9fbe14dadcc2f8a34a1489195973e576c5064fbb9d19da6e
23,gamejerijk,34:30.25,9fbe158dd7c0afa51c46db4d0a27e475ca511cbbcc18d86d
24,Crystal1501,34:35.683,9ceb128c8b95f8f34a148c185722e773c40c1ae89c41de3d
24,Julian,34:35.683,9cee178fdcc3fba24c13dc4b0e71b725c8574fbbcf42dd3f
