Placement,Name,Score
1,YtseJam,41617
2,Gone,44217
3,Remove LC Boss,45433
4,AroundAverage,46167
5,BTD 6 NO0O0B,47116
6,Guanium,48150
7,Loeg,50033
8,YT-FynnEbsen,50583
9,Patthebigmonke,50900
10,Punji :),51200
11,Vert,52183
12,Shhdaddysworkn,52950
13,VeDAN,53083
14,JuicyInsert,53633
15,K4S6M,54284
16,BengPro,54783
17,Monster,55833
18,FeedMePi314,56350
19,FraiseTagada,56400
20,Jungerlink,56400
21,L01Y,56700
22,Dakota Jackson,56783
23,01191020csl,57450
24,ikun,58250
25,DiNGA,58400
26,taiks,58683
27,viennariver,59650
28,ILoveThisGame,59783
29,WOR ZOII3 LAK,60417
30,Kevin,61483
31,heiyu,61667
32,ZeroLancer,61817
33,M3mes,62616
34,BroCat58,63100
35,DUSK,63750
36,DogFace,64250
37,Spirit is Meta,64517
38,Domingus Boomr,64566
39,Pancake <3,64850
40,Ty,64983
41,iBenba,65350
42,Player1320014,66350
43,A'nan,67483
44,Bonzo,68167
45,Marshader,68584
46,108r5meme,68933
47,BEASTMODE,69183
48,ikun,69534
49,Kerone,70267
50,High Wizard jp,72300
51,Ayeccs,72434
52,BloonGoon,72966
53,ronSold,73150
54,Caleb Fraser,74083
55,Nocturnal,75867
56,Westvirginia,76733
57,Damianjestem,78434
58,shenbuzhi,79100
59,Dasius,80833
60,choccy onion,84383
61,Totti,84884
62,Falmac,84967
63,7,86800
64,2649935474,88116
65,Arthur,89850
66,T.Tv_Firefly,90583
67,KotalKatil,91900
68,WOR ZOII4 LAK,92100
69,Player7636396,92400
70,wdnmd,94050
71,DireRaven,94067
72,suboptimal,94466
73,IndoorWallaby8,94783
74,Polaris,95400
75,Siladix,95717
76,PsykomanT,96416
77,gnay321oah,97550
78,sethjee,97883
79,Rivera,97933
80,Superbrad,98767
81,Ranzel,98850
82,default,98900
83,Briroute,99200
84,mdrouge,99800
85,GQC,100067
86,Hopper,100750
87,Long4J,100783
88,No_Message,101333
89,Liam,101617
90,wwwseee723,102717
91,druck3r,102967
92,Alkos,103200
93,Weadeater,103767
94,EcoAlpha,104067
95,3062283445,105300
96,xx,105784
97,aksgdjlakg,106200
98,=KingofDaRing=,106267
99,JasperBRui,106384
100,athanwongy,106617
101,Dobryjez,107050
102,Zogazig,107766
103,TheIvyX,108683
104,Player,108983
105,Player7369159,109483
106,NIK,109816
107,KoZaK,110600
108,GreatMonkey4742,111067
109,SargentAYT,112417
110,Dave,113733
111,+q  1277568779,114683
112,Emel,114716
113,sIimob,115517
114,ALL_INSTAS!!!,116400
115,Tequila23333,116700
116,ANG-Z,117050
117,bonk,117167
118,DonnieSharko,117983
119,chuckddd,118116
120,ZandWish,118184
121,Player,118334
122,Player9729105,118733
123,starcraft,119383
124,Loconch,119750
125,David Rojas,121500
126,z4zaros,121584
127,Danny,122184
128,Player,123150
129,ryfrane,124183
130,houssam_masri,124383
131,teawhales,124866
132,specker86,125333
133,nobody02983,125983
134,Aequinoktium,126167
135,Mentor,127566
136,etihw,127917
137,fahad.tjj,128133
138,C0nRad,128984
139,VanBummel,130350
140,Murko,130617
141,NoahDaGodmode,131867
142,gf-rk,132383
143,hAki,133350
144,siwori,133534
145,Nite,133817
146,Captain-Gunfire,133967
147,ThiccKrabs,134700
148,Xrosschoke,135100
149,MG Daniel,137217
150,mdeschu,137750
151,Player,138384
152,Kilos,139416
153,Light,139967
154,yjdstcyjdstc,140767
155,<elves>,141934
156,Fried Ghost,142767
157,dino,143083
158,J3SUS,143300
159,Reaferz,143533
160,KamuiX56,145617
161,Scrubbius,145750
162,Diamondorun,145867
163,Devin Kurant,146016
164,CHenMoOn,146516
165,Aleccrazy,146666
166,rodulant,147816
167,Hod,148517
168,ANDERSON RUJI,149067
169,kingmann1111,149967
170,Salmonella,151433
171,UwUlfy,151650
172,thebestqiyu,151817
173,SomeWabalan,151850
174,segev 59,152033
175,Mighty Apple,153416
