Placement,Name,Score,id
1,- Cyclop3s 49 -,1:53.833,9cec1edfd99efda74e178b4f5a70b321ca0348e99b14d169
2,Pat,1:54.067,9fbf12828e9fada44d41864f5d7ae575cc5014b99711dd6d
3,Olinequ,1:54.383,9fbf158ddb93afac1f4b8a1f5874e122c9574fb89c168e3f
4,MrPlasma,2:06.417,9ce9108cd7c2fba51c1188195d77e026cb0118b9c816d16a
5,animal,2:10.133,9fbc1289d6c3ada04916881f5774b574c9021be99f11de3b
6,Feedmepi314,2:12.133,9fbf42dddcc7fcad4c11d94a0e7be022cd5214bd9b19dd38
7,Axyom,2:12.483,9ceb158a89c5f1a318478f1e5976e126cd0015bd9f41de39
8,SSHDADDYSWORKN,2:13.45,9fbe46de8e93fda31c16da4b0a25e171c4514bb8cc15df39
9,Enzo,2:21.1,9fbb10d9d990f0a41943dc185b26e775cc5148b496168e6a
10,Darth Plagueis,2:23.15,9cb746da8d92aaf31b45de435a7bb072cc0d1feecb148e6b
11,HappyJTC,2:24.417,9fbc44df8dc5ada14d448b4d5d7be7729d0218bdcf18da31
12,Katabu,2:26.7,9cec1eded894a8a6184a8d420925e575ca5615bacd17d83e
13,Scythe,2:26.9,9fbb458add91afa01e10da190a26e670995014eacd118c6b
14,YT:RCCH,2:27.45,9cb71f82dec0f9f11e168b4b5d26e472cc5618b59f108e6a
15,Monster,2:29,9cb6178ddcc7f9f01a4a874c5d25e726cc5548be97468b6a
16,Punji :),2:33.483,9ce9418ad79ff1a2494389430c76e77f98501cbe98158a3c
17,A'nan,2:34.283,9fbc128cda95a8f61b43894d5a21e0269a0c4ebfcf448b3c
18,Cici,2:38.4,9fbc1edf8c96a8a74d138d4f5a74e670c8571fbdcb16d06c
19,Caesar,2:43.75,9fbd13de8dc2faa61c478b1a0d27e223ce501def9612d93c
20,Josenobi,2:44.367,9ceb128ad9c0fea01a14de4b5c25e272ce5718ee9e468d6a
21,Jakilip,2:45.284,9ced46dedcc2fdf31b44864b0d76e374ca0c1bef9c14d06e
