Placement,Name,Score
1,YtseJam,3:06.633
2,- Cyclop3s 49 -,3:06.667
3,MrPieTrek,3:06.667
4,WhiteNight,3:06.667
5,Loeg,3:06.917
6,AroundAverage,3:07.3
7,FeedMePi314,3:07.55
8,Andre8657,3:07.767
9,Patthebigmonke,3:09.517
10,L01Y,3:09.583
11,Domingus Boomr,3:14.983
12,YT-FynnEbsen,3:15.583
13,Maistas,3:16.35
14,Fluffy Spani:3,3:17.434
15,ILoveThisGame,3:18.883
16,Shhdaddysworkn,3:20.7
17,Lino,3:21.4
18,Raxzor,3:21.667
19,A'nan,3:21.767
20,Monster,3:21.983
21,bonk,3:22.467
22,BroCat58,3:22.483
23,BengPro,3:22.5
24,Gielepino,3:22.817
25,M3mes,3:22.916
26,Pancake <3,3:23.1
27,Westvirginia,3:24.55
28,SirCr0wley  :),3:24.567
29,TheIvyX,3:25.9
30,Dakota Jackson,3:26.25
31,Alex,3:26.267
32,FraiseTagada,3:26.317
33,Nocturnal,3:27.517
34,Lukstar129,3:27.567
35,ANG-Z,3:29.5
36,Vert,3:30.117
37,N0name_14,3:31.8
38,Kevin,3:32.067
39,EATZYOWAFFLEZ,3:32.883
40,WOR ZOII4 LAK,3:33.367
41,I hate boss,3:33.9
42,ObamaBinLaden,3:34.366
43,WOR ZOI1 LAK,3:35.616
44,Hopper,3:35.65
45,Cringeworthy,3:38.733
46,PHUC DU,3:39.083
47,der_ute,3:39.55
48,Failure,3:39.917
49,Kerone,3:40.25
50,DANIEL,3:43.3
51,7,3:43.5
52,DogFace,3:44.45
53,ALL_INSTAS!!!,3:45.267
54,Murko,3:45.317
55,IndoorWallaby8,3:46.966
56,Z.O.M.G,3:47.6
57,Ansppy,3:48.3
58,ikun,3:48.55
59,Adrian Maskowy,3:50.233
60,Superbrad,3:52
61,Ariky,3:53.517
62,VanBummel,3:53.85
63,Ayeccs,3:53.917
64,NIK,3:54.35
65,2649935474,3:54.617
66,Player,3:55.133
67,pllan,3:56.516
68,chocbox,3:57.5
69,SomeWabalan,4:01.083
70,Player,4:03.833
71,Tequila_233333,4:04.7
72,German,4:05.533
73,Covid 19,4:05.55
74,Aurora,4:06.2
75,chuckddd,4:07.983
76,K4S6M,4:12.2
77,Redfoxyboi,4:12.3
78,Joe mama,4:14.333
79,Steven,4:14.866
80,Shadowball88,4:15.833
81,Massive,4:16.733
82,Ariq123,4:17.2
83,Player,4:17.5
84,lpsz,4:17.683
85,BHD,4:17.816
86,AOmonsta,4:17.966
87,Dixu,4:19.167
88,OJ,4:20.033
89,Ninjy,4:20.433
90,Player,4:20.517
91,geronimo tauren,4:21.883
92,Ironic,4:22.233
93,Betinho.RGLN,4:23.833
94,dsero,4:25.516
95,LonelyDog,4:25.784
96,c0ntext,4:26.266
97,(Katabu),4:26.383
98,Louis.Yu,4:26.617
99,FabzGreenww,4:27.183
100,Player,4:28.216
101,Jakey0122,4:28.667
102,Bexus,4:29.016
103,Player,4:31.05
104,Player,4:31.666
105,Mr. Teeny,4:31.666
106,fafe,4:31.934
107,Amatore,4:32.133
108,Cinta_ku,4:32.184
109,uvclive,4:32.2
110,Captain-Gunfire,4:34.166
111,BTDawsome,4:34.333
112,dd8687336,4:34.884
113,Polaris,4:34.917
114,ReWolverine,4:35.717
115,Nicl,4:35.75
116,Devin Kurant,4:36.883
117,Mashiro,4:37.334
118,EECKLLP,4:39.283
119,Aharonson056,4:39.85
120,Vlip2010,4:41.334
121,CR7,4:41.433
122,Ghezen,4:41.75
123,KotalKatil,4:43.017
124,A+,4:44.717
125,VioletHero1760,4:44.833
126,Phazer,4:45.267
127,T.Tv_Firefly,4:46.217
128,Shmeen,4:46.334
129,Player7369159,4:47.367
130,Mrqfish,4:49.333
131,Nighti,4:50.05
132,SteelMushroom,4:50.7
133,Ghuast,4:50.817
134,Y,4:50.85
135,G-GOAT,4:50.866
136,64918652,4:51.25
137,thedeltarune,4:51.983
138,Cramsy.,4:52.667
139,crazysheep,4:54.233
140,DavidAB__,4:54.55
141,Player,4:54.884
142,Jacob Ahlberg,4:55.367
143,VeryFinnishMan,4:55.383
144,Xi-temper,4:56.516
145,SpiritBearOkku,4:58.483
146,Kuta,4:59.4
147,GragasIRL,5:01.767
148,Yuno,5:04.433
149,Player,5:05.184
150,Shaggy,5:05.383
151,2000 elo krszn,5:05.55
152,Andrew Rate,5:05.566
153,Trichi,5:07.95
154,Kittylover14,5:10.216
155,rtthrd,5:10.483
156,need John Thom,5:10.7
157,Brendill,5:11.166
158,Staphaureus,5:11.75
159,ronSold,5:12.433
160,CleanerHase,5:13.4
161,ThankfulPocket5,5:14.466
162,Jeffy iz Best,5:15.216
163,20245414,5:15.8
164,CIRCO*bruNera,5:19.45
165,Player,5:19.5
166,wss,5:19.7
167,bruhsound002,5:20
168,Bigboss2222,5:20.017
169,Seno_killer,5:20.1
