Placement,Name,Score,id
1,Fiataccompli,848425,20:50.6,9fbb44df8e96f8a24913de1e5e7ab372ce514eed96148e6e
2,ISAB,869825,55:23.5,9ceb4383de90fef71c148c4c5d26e77fcc514ebc9a118d3a
2,Jandalf,869825,55:23.5,9cba1eda8ec2aaac4945dd4d0a77b470cc0c1fe89914db38
3,XYC,1246065,27:32.5,9fbf128fda93f9a24913de425620e070c85714ee9c43db3f
4,Irrlicht,1331161,21:36.1,9ce9418e8dc2adf118138d4a5b20e77f9f064cbe9619d938
5,MuddyMonk2321,1637425,20:18.4,9fbd4188d8c3f1a64c40d94c5871e5229e551aea99188d6a
5,SmokeY,1637425,20:18.4,9fbd1ededb92fba31b11871d5a7ae77ecb0614e899158931
6,Xylon,1745536,30:00.8,9fbd10dadfc5aba31b40da4d0b73b423cb5518bccb14d869
7,xiaomao783,1888825,28:11.4,9fbb148dda91abad49178c1a5f7ae523ce561de99d44dc3e
8,Wika,1904140,22:27.1,9fbd1e888b97a8ad1a11dc4a5922b47fca011abf9c12dc6d
8,Duman69,1904140,22:27.1,9fbf17898996ffa24d14db4c0b72e277c4521fbf9c168c69
9,EliteMaster2724,2199940,21:33.3,9fbb45ded992adf110408a4b5b26e473cd0648b99d11d16c
9,SpiderDude,2199940,21:33.3,9ce944828991acf11a13861f0e77e0779d004fb89a11dc3c
10,Player,2224575,25:44.1,9fba1f83dfc0afa01e138f425974ee779e0718ed9e13db38
10,kk-AQA,2224575,25:44.1,9fbe148cd796fea14a408a4e5827e172c9501de999468939
11,Nanami,2871365,21:45.6,9fba46dedb92acf34916864f5772b474c9031db59a44db39
11,SiSCon Raven,2871365,21:45.6,9fbb428f8d92f0f119138f4d5773e07798001cbd9b16d96b
12,ningmengjin,3129642,22:42.5,9fbd45de8e92fef11c478f1e5d72b371cf561bef9745893b
12,f:lolicon,3129642,22:42.5,9ce917dfdec0faa11146864c0c27e726cd554be9cc15d939
13,MeteoroB,3353795,27:04.6,9fbc1eded695ada41e118d485b77e572cb0314b89c428a3e
13,ggiovaneotorres,3353795,27:04.6,9cea4182dd91afa51d40de485d73e57798571eb896198a3c
14,OrzMaster,3539160,29:56,9ceb42dada96f0f11142da1d0c25e225c9514cbf9c18d86b
15,Rohis,3613922,23:16.9,9fbc118edf95fea71145d91e5976b4729d511fbd9e10df31
15,NewHamperi,3613922,23:16.9,9fbc1488dec7fda21e40dd4a5d7ae77e9a014cb998168e30
16,abod1q,3752690,24:53,9fbb1f88dcc4f8f01d448b4a5e27b376cc034ebeca178e3e
