Placement,Name,Score
1,Patthebigmonke,4:36.233
2,Guanium,4:36.5
3,WhiteNight,4:38.583
4,Loeg,4:45.183
5,AroundAverage,4:45.5
6,donkeymule2,4:52.95
7,FeedMePi314,4:55.9
8,Overclock,4:58.067
9,JackIsthebest,5:04.05
10,Essi,5:04.383
11,Gielepino,5:05.567
12,ZeroLancer,5:07.05
13,L01Y,5:12.683
14,Darth Plagueis,5:18.234
15,VeDAN,5:18.483
16,Andre8657,5:18.833
17,Dasius,5:27.95
18,StarKirby749,5:32.567
19,114514,5:33.033
20,Lava,5:35.483
21,Westvirginia,5:38.767
22,Monster,5:40.266
23,SSLair,5:41.167
24,FraiseTagada,5:41.584
25,default,5:43.683
26,xiaohuanwizard,5:44.8
27,Murko,5:48.633
28,Paperboy,5:48.633
29,SupremeAvocado,5:54
30,BengPro,5:54.733
31,Vert,5:56.117
32,Shhdaddysworkn,5:56.3
33,Ayeccs,5:56.717
34,Kevin,5:58.067
35,K4S6M,5:58.283
36,SomeWabalan,5:58.383
37,DiNGA,6:01.3
38,Dihzzy,6:01.9
39,Blild,6:03.566
40,Pancake <3,6:08.75
41,WOR ZOII3 LAK,6:09.534
42,uvclive,6:10.084
43,Kerone,6:10.5
44,Liam,6:11.6
45,Yut,6:12.117
46,Secno,6:13.516
47,choccy onion,6:17.284
48,Dakota Jackson,6:18.583
49,Nature's Grace,6:19.684
50,01191020csl,6:20.083
51,Hopper,6:26.384
52,Nocturnal,6:26.4
53,2649935474,6:28.833
54,IndoorWallaby8,6:30.75
55,Player9729105,6:32.55
56,Player,6:32.883
57,chenboy 467,6:38.417
58,ronSold,6:38.45
59,UwUlfy,6:38.483
60,ILoveThisGame,6:38.716
61,<elves>,6:40.466
62,NIK,6:41.083
63,ikun,6:41.817
64,85563369,6:44.55
65,Marshader,6:46.133
66,DogFace,6:46.5
67,Peter,6:50.1
68,A'nan,6:58.133
69,SteelMushroom,7:00.9
70,Alkos,7:01.417
71,druck3r,7:01.65
72,Za Goul,7:06.7
73,uno19,7:10.134
74,liuu001,7:15.267
75,kanou-suguru,7:17.683
76,Totti,7:18.233
77,wwwseee723,7:18.534
78,Betinho.RGLN,7:23.433
79,mizon yala,7:24.816
80,mdeschu,7:27.366
81,DotTrevv,7:28.217
82,Long4J,7:28.317
83,Polaris,7:28.7
84,Anderwar,7:30.967
85,xener,7:31.15
86,Player9414715,7:32.2
87,Player1320014,7:34.067
88,der_ute,7:34.616
89,GQC,7:34.666
90,etihw,7:37.433
91,7,7:38.233
92,Aleccrazy,7:38.767
93,c0ntext,7:39.117
94,taiks,7:39.383
95,David Rojas,7:40.65
96,lil doggo,7:41.616
97,Jeffy iz Best,7:42.884
98,Kindpuffer,7:45.633
99,Player,7:47.65
100,Y,7:48.1
101,Wilzy,7:49.4
102,940909681,7:50.283
103,Supermonkey,7:50.883
104,laplacian,7:51.6
105,xx,7:51.683
106,TuBeZ,7:52.367
107,AwesomeWizard4,7:53.75
108,Lukmon,7:53.95
109,Light,7:54.117
110,Oatmaster53,7:54.35
111,User-a5549921b4,7:55.55
112,Loconch,7:59.567
113,KotalKatil,7:59.6
114,HyperPupu,7:59.884
115,Jao,8:01.333
116,Dohhaaja,8:04.367
117,ZungGaaYi,8:04.566
118,PsykomanT,8:04.933
119,FabzGreenww,8:06.8
120,Player8313015,8:07.8
121,Nev_0107,8:08.65
122,Player,8:09.25
123,Sk8FastEatA55,8:10.05
124,Higstar,8:10.417
125,Raxzor,8:11.767
126,fo0zya,8:12.466
127,ZK_Kondzio,8:12.55
128,h__y__x,8:12.667
129,ALL_INSTAS!!!,8:14.717
130,BroCat58,8:17.016
131,AOmonsta,8:17.717
132,crazysheep,8:18.533
133,shenbuzhi,8:20.067
134,HarryLeif,8:20.984
135,Snek,8:21.316
136,dsero,8:21.717
137,yjdstcyjdstc,8:24.333
138,lpsz,8:25.9
139,Ansppy,8:26.133
140,ANDERSON RUJI,8:26.75
141,Yxsda,8:27.117
142,3062283445,8:28.933
143,EECKLLP,8:29.05
144,Oorz,8:29.6
145,brothakevkev,8:30.3
146,Player,8:31.35
147,wintergetreide,8:31.383
148,Wasabi,8:31.634
149,DarkHeldoro,8:32.1
150,toshii,8:32.166
151,xiaoxiaochao,8:32.517
152,AJ,8:32.734
153,Kailova,8:33.2
154,Ev1de,8:34.434
155,Cuhbrewin,8:35.15
156,nuohu,8:35.75
157,Vasiacp,8:35.833
158,y0pr0p,8:35.9
159,lollypatrolly,8:36.116
160,C0nRad,8:39.933
161,Lazlo,8:40.117
162,FighterMaze,8:40.617
163,Blaze7989,8:40.717
164,2586154638,8:40.967
165,CAUCWYK,8:41.4
166,rtthrd,8:42
167,Captain-Gunfire,8:42.4
168,Warper,8:42.967
169,wind3366,8:43.934
170,Jerry,8:44.2
171,WIZARDPARAGON,8:45.65
172,KONputo,8:46.483
173,LonelyDog,8:46.584
174,DocDapper,8:47.816
175,EUvimVERmacaco,8:48.617
176,cutesungt,8:49.433
177,song,8:49.883
178,Player,8:49.95
179,Hala_CR,8:50.1
180,finnischer,8:50.167
181,ToddChris,8:50.866
182,xyrc,8:51.083
183,Player,8:51.35
184,Asalikith,8:52.433
185,cadfje,8:53.667
186,SebasTheGamer12,8:54.633
187,Player,8:54.667
188,Dyd,8:55.584
189,ru19,8:57.767
190,Player,9:01.866
191,kinadd,9:01.95
192,Magicskill241,9:02.3
193,Aaron Smith,9:03.5
194,Xi-temper,9:03.883
195,regrow_farmer,9:03.884
196,Player4496261,9:04.55
197,JNTM,9:04.866
198,wdnm,9:05.067
199,Louis.Yu,9:05.25
200,The only entity,9:05.484
201,Morettinho22,9:05.766
202,Cyanea,9:06.1
203,sabishina,9:06.5
204,Dank-Energy,9:07.616
205,Winnerarmor,9:08.333
206,Player,9:09.084
207,Kival Evan,9:10.067
208,Diana,9:10.65
209,DUSK,9:10.734
210,mmmmmgburger,9:11.034
211,MeKesh,9:11.183
212,Kyle,9:11.433
213,Prostmann,9:11.667
214,Ogris,9:11.85
215,BHD,9:12.067
216,5irL4ffal0t,9:13.15
217,RAE,9:13.634
218,wjy,9:13.75
219,1294150952,9:14.166
220,Player,9:14.4
221,Ph03n1x_,9:15.05
222,need John Thom,9:16.017
223,El_Rocko,9:16.35
224,Mr P,9:16.417
225,A6503,9:17.216
226,P,9:17.35
227,Jorcy,9:17.45
228,dretti,9:18.934
229,AlphaFish,9:19.2
230,DefaultGamer,9:20.784
231,TheIvyX,9:21.717
232,Windrae,9:23.7
233,Kalimacy,9:23.8
234,the panda,9:26.15
235,Quentin,9:27.6
236,Xuchoc,9:27.766
237,G-GOAT,9:28.567
238,bjay23,9:29.433
239,lucT0T,9:30.55
240,PunyW,9:30.917
241,KiwiFreezer577,9:31.35
242,Imperious,9:31.884
243,Massive,9:32.883
244,Player6355670,9:32.916
245,Joe,9:33.2
246,Monkee,9:33.716
247,sam,9:34.766
248,chuckddd,9:36.333
249,TBM Afro,9:36.434
250,V4s1,9:38.066
251,Ariq123,9:38.3
252,lqtttttt,9:38.433
253,Banzai,9:38.533
254,Aqua000,9:39.466
255,caiothemaster,9:41.983
256,Amon,9:42.3
257,43Ahmed4344,9:45.1
258,Gold-Games_SK,9:46.467
259,Patkall,9:47.2
260,DarkSweetHK,9:47.866
261,TTWL09,9:47.917
262,KmC,9:49.3
263,2191776350,9:49.45
264,MonkeyWizard10,9:49.8
265,gamer,9:51.517
266,Chelios,9:51.55
267,Bubun a Dudun,9:51.55
268,VanBummel,9:53.383
269,Requien,9:53.966
270,Tomek87,9:54.3
271,NitsuaGames,9:54.617
272,Berkano,9:54.8
273,FAZEK,9:55.467
274,Shaggy,9:55.984
275,Philippe_fiffi,9:56.25
276,Korb,9:56.316
277,Plutie,9:56.6
278,Luizl3,9:57.516
279,ShrkKng55,9:57.8
