Placement,Name,Score
280,sIimob,9:58.333
281,SuperMaster387,9:58.334
282,QuitschiCOBHC,9:58.65
283,20245414,9:58.767
284,DetonaRJ,9:59.15
285,PineappleSauce,9:59.533
286,Trickybanana,9:59.6
287,nanase,10:00.3
288,Olieli,10:00.45
289,Nanardo,10:00.833
290,Bsbisa,10:01.733
291,easy,10:01.816
292,genijyr,10:02.317
293,CSBLWJ,10:02.45
294,Bamzo,10:02.534
295,jogandolixo,10:02.766
296,bond2501,10:03.583
297,melone319,10:04.816
298,TessAllKnowing,10:05.45
299,Flaedrian,10:05.55
300,momidid,10:05.733
301,Geniusgamer007,10:05.95
302,Gold-Games,10:06.433
303,Am_iHyper,10:06.667
304,EVirus72,10:07
305,Battles2master,10:07.983
306,Irfan MN,10:08.416
307,FearfireNoLeak,10:08.5
308,SuperJon305,10:10.05
309,Player4910810,10:12.25
310,Player,10:12.45
311,RiFt,10:12.733
312,ryuyah2000,10:13.2
313,1140735506,10:14.017
314,_Dejw_,10:14.067
315,Starial,10:14.667
316,ZixoR,10:14.933
317,Felkazz,10:16.516
318,Danny Bambino,10:16.583
319,Mitchbemon,10:17.15
320,Guz00,10:17.267
321,NinjaMaster105,10:17.667
322,Xedde,10:17.683
323,Cakocwb,10:18
324,BlackHeaven7,10:18.566
325,MeteoroB,10:19.55
326,Battlebros1,10:20.334
327,NoodleMonster,10:20.6
328,Heinz3.0,10:21.483
329,Skil9,10:21.634
330,dj_pstar,10:23.4
331,DominiC,10:23.85
332,Greengiant,10:24.383
333,Reasons why,10:24.65
334,Superbrad,10:24.767
335,Deep_Tadeas,10:25.45
336,r9,10:26.617
337,Taylor,10:26.7
338,Christophero87,10:27.016
339,HexagQn,10:27.45
340,Wence,10:27.567
341,playersamp420,10:28.217
342,PeachPanda2321,10:28.267
343,EventualPay4,10:29.134
344,EvillMan,10:29.967
345,Simon :q,10:30.434
346,Player4501702,10:30.717
347,jiahao,10:30.85
348,Player,10:31.016
349,Steve,10:31.25
350,Player,10:31.367
351,NuttaButta,10:32.516
352,TandborsteN,10:32.934
353,Poopoo,10:32.95
354,Radamejster,10:33.583
355,LiL $KRiL,10:33.95
356,ThiagoV.B.,10:34.2
357,Grgaman,10:34.4
358,Boss Shifu,10:34.75
359,NCFCRoy,10:35.434
360,Evanstonblues,10:36.116
361,-Kev2048-,10:36.717
362,rodulant,10:36.867
363,emhim,10:37.35
364,Roboh510,10:37.416
365,NO_MCCXXII,10:37.95
366,Scorpius,10:38.466
367,Shawn Hartley,10:39.05
368,MaybyAGhost,10:40.016
369,J1mB091,10:40.066
370,YourDogDaddy,10:40.466
371,DartPopper2325,10:40.6
372,topaz2698,10:40.766
373,Issack,10:41.933
374,-:Greed:Dy::-,10:42.084
375,Necro,10:42.15
376,machu000,10:42.2
377,Daii,10:42.45
378,Giorgos,10:42.717
379,HIGHERPOWER,10:43.233
380,Menp123,10:43.766
381,Ender_01Begins,10:43.866
382,Monke,10:44.517
383,miknoiz,10:45.116
384,doudoubtd,10:45.6
385,Cei,10:45.65
386,Ozdv,10:45.783
387,Slime_Channel,10:46
388,Random Keed,10:46.217
389,Curin,10:46.867
390,Fadingblitz,10:46.9
391,LootMaster69,10:46.933
392,Lightning,10:47.766
393,Alvin,10:47.834
394,kACPER,10:48.1
395,Roare,10:48.35
396,Xrosschoke,10:49.117
397,PapierzPolak,10:49.4
398,ShredderL5,10:49.784
399,Wazza,10:49.833
400,skygunfe,10:50.133
401,VeeThor,10:50.283
402,Senmat1,10:50.667
403,abcdefend,10:50.867
404,Patojo mono,10:51
405,I hate boss,10:51.367
406,Mario121,10:51.617
407,FANTASTIC,10:51.65
408,Dominospaghetti,10:51.9
409,KingAlex59,10:51.917
410,masterxd1005,10:52.283
411,Played,10:52.3
412,houssam_masri,10:53.483
413,chronicle,10:53.967
414,DBirdie,10:53.983
415,dziadek981950,10:54.133
416,NobleSquire175,10:54.383
417,Miko72,10:54.434
418,Rain.,10:54.634
419,Alpha Ir,10:54.667
420,Drew,10:55.233
421,Yoshi28_1,10:55.783
422,dezzinh00,10:55.983
423,Jesuinox,10:56.05
424,Javiet05,10:56.184
425,SenuN,10:56.75
426,Rhys,10:57.017
427,Person:),10:57.533
428,Norb,10:57.65
429,Ekczz,10:57.883
430,under_stand,10:58.283
431,Gorzata,10:58.283
432,447823331,10:58.466
433,Oscar,10:58.65
434,Mor3nao,10:58.867
435,HumbertoDg,10:59.967
436,hplaR,11:00.283
437,DolphinDark,11:00.55
438,Danny Zuko.,11:00.817
439,Player,11:00.834
440,KnMMM_,11:00.867
441,Graylow87,11:01.75
442,AmberDream79833,11:01.9
443,Comaron,11:02.017
444,Froonp7,11:02.2
445,N0name_14,11:02.667
446,Inaprishelenic,11:02.916
447,A DISPLAYNAME,11:04.833
448,Kindreddy,11:05.5
449,Polish,11:05.817
450,powerless,11:05.95
451,Madlad420,11:06.05
452,specker86,11:06.066
453,Emilia,11:06.4
454,tonylin0505,11:06.917
455,Sleepo,11:07.084
456,TinyToasters,11:07.384
457,Mooseybros,11:07.617
458,Derretimentos,11:07.85
459,Player,11:08.283
460,Indyaan,11:09.317
461,Yamam0o,11:09.684
462,seba1758,11:10
463,Player,11:10.016
464,sodagridge,11:10.233
465,ondrabezi69,11:10.433
466,t0xic,11:10.45
467,Rivera,11:10.567
468,Atoom15-,11:10.65
469,Ir0nrex,11:10.85
470,Zihna,11:10.883
471,Erky,11:11.1
472,Slusherstreet,11:11.2
473,ikun,11:11.417
474,HectorsitoXD,11:11.434
475,sailor taylor,11:11.683
476,DerpVogel,11:11.683
477,Player,11:12.5
478,ShangusKhan,11:12.567
479,Speed D,11:12.617
480,Stin083a,11:12.65
481,Karantes,11:13.25
482,mdsllink,11:13.867
483,Blue Spoon,11:14.433
484,Haysan Morris,11:14.85
485,Mr. Teeny,11:15.267
486,Whitesoldier,11:16.033
487,Lushbottom,11:16.45
488,Carpings,11:16.633
489,themajaris,11:16.784
490,benjsbetter,11:17.3
491,cherry1586666,11:17.484
492,_RainbowNoob__,11:17.634
493,Luzianne,11:17.866
494,Jolli Lolli,11:18.1
495,TUtti,11:18.733
496,texan_skywalker,11:18.833
497,Ferrocello,11:18.867
498,HayHay434,11:19.717
499,CyanRabbit625,11:19.75
500,Suijin,11:19.8
501,TinyPP,11:19.9
502,derd,11:20.55
503,Diego27kpro,11:20.95
504,Disueases,11:21.1
505,PurestRecess24,11:21.284
506,Andrew Dhaenens,11:21.383
507,uniquewine,11:21.75
508,Kirigaya,11:22.2
509,Bartekur,11:22.35
510,ahotsummerday,11:22.55
511,Xoripan_57,11:22.6
512,Cryptozoologist,11:22.7
513,AwesomePhoenix,11:23.55
514,Lonnepon,11:23.917
515,Cold moon,11:23.933
516,Scrife,11:24
517,Xandrel,11:24.05
518,KingYoloQue,11:24.484
519,SzopMatut,11:25.5
520,Hwickham17,11:25.984
521,BeeTheBeeThePO,11:26.05
522,Katuun,11:26.45
523,HolyHerb,11:26.867
524,TheMightyRR,11:27.25
525,Dirk,11:27.367
526,Qi-Z,11:27.533
527,PortugaMg,11:28.983
528,Yoav_YT,11:29.15
529,Hermes,11:29.333
530,ElGato,11:30.1
531,Morose,11:30.266
532,TurtleTree,11:30.484
533,Kusinaata,11:31.05
534,Maineque,11:31.716
535,Munny,11:31.933
536,156137,11:31.967
537,Kralju,11:32.616
538,Leo,11:32.75
539,LeShawn,11:33.2
540,kusa1234,11:34.1
541,nnamremmiZ,11:34.116
542,Ocrotica,11:34.2
543,ThuNder,11:34.684
544,hhhhhhhh,11:34.7
545,Aurora,11:35.334
546,Dixu,11:35.5
547,Tilted,11:35.617
548,Buttercup,11:36.25
549,Player897293,11:37
550,Player,11:37.2
551,player69420,11:37.283
552,Mr.Wide,11:37.383
553,Spacona,11:38.4
554,YellowJellow,11:38.7
555,Staphaureus,11:38.733
556,Draggyi,11:38.834
557,Kelly,11:38.9
558,Javali Poderoso,11:38.933
559,Jalenn10,11:39.183
560,PlainWiper,11:39.284
561,DruciDrawing,11:39.384
562,Ztykowork,11:39.5
563,Mr Kratzke,11:39.8
564,suniL,11:39.966
565,Foxj,11:39.983
566,Ben,11:40.034
567,Schneizer,11:40.05
568,Maciej,11:40.25
569,lol,11:40.4
570,Amalrik,11:40.6
571,Dawncore1,11:40.866
572,Forbineos,11:41.184
573,GOD,11:41.2
574,SquidKid,11:41.317
575,justdumbcat,11:41.384
576,Kristin,11:41.717
577,Harcan,11:42
578,SKOUTZT,11:42.734
579,Lilo14,11:42.983
580,Player,11:43.15
581,Aceu,11:43.15
582,E_PL,11:43.183
583,Nagisa,11:43.366
584,Pineapple,11:43.583
585,PiadeCuritiba,11:43.6
586,Markpizza,11:43.633
587,Wrath,11:43.8
588,PandJa,11:43.95
589,ReWolverine,11:44.366
590,kryku4327,11:44.584
591,dlqnwkfl,11:44.75
592,TheFifthCommand,11:44.817
593,PrubbHubb,11:44.817
594,unkn1tsquash,11:44.85
595,Paddo,11:44.916
596,BruhMoment2022,11:45.35
597,FrumpyPython,11:45.416
598,tsikla,11:46.05
599,A Night Eif,11:46.117
600,Alconds,11:46.133
601,Psi,11:46.25
602,Jaymz,11:46.333
603,dino,11:46.383
604,va_nish,11:46.433
605,UpdateFreak33,11:47
606,dfdsl,11:47.65
607,LiverOlive,11:47.983
608,Cold,11:48.15
609,HeroicTiger1583,11:48.233
610,Player,11:48.35
611,Eryik,11:48.7
612,Yul,11:48.766
613,Gamernick,11:49.4
614,ThiagoHLC,11:49.55
615,UmGamerMF,11:49.583
616,SzychU,11:49.95
617,Player,11:50.283
618,Surykatek,11:50.533
619,Wherestherumham,11:50.85
620,Agent Six,11:50.984
621,Ariete,11:51.067
622,MarFii,11:51.1
623,Fif Gen,11:51.434
624,Hanz Mits,11:51.533
625,LuisFelipe2244,11:51.817
626,Faceless king,11:51.917
627,Sparkey,11:52.2
628,Virsagonn,11:52.267
629,another probe,11:52.283
630,Mrbeans,11:52.3
631,Driver 6865,11:52.566
632,Sodye,11:52.966
633,DOOM,11:53.016
634,TamirTiger,11:53.066
635,okeeeeeh,11:53.1
636,Ahalla,11:53.283
637,KagaEnjoyer,11:53.45
638,XDahora,11:53.55
639,Hashtagx123,11:53.667
640,MonkeyPhoenix5,11:54.833
641,Pengy,11:54.967
642,JamieM,11:55
643,Trist1908,11:55.5
644,uRboicHIPp,11:55.516
645,Karkonas,11:55.884
646,JQsen,11:55.983
647,OverFocus,11:56.133
648,love the storm,11:56.3
649,ZolbergGame,11:56.767
650,ljknijn,11:56.866
651,BloonPopper333,11:57.066
652,Kikvini,11:57.233
653,blacksunseven7,11:57.316
654,Decembrist,11:57.416
655,WPLAYER,11:57.533
656,Horodenski,11:57.566
657,SHS_tamber78,11:57.75
658,isDavid,11:57.85
659,Carcajubr,11:57.9
660,Weryx,11:58.034
661,Travis Theodore Chiang,11:58.3
662,Monoch,11:58.566
663,MamaWin,11:58.6
664,hibiki,11:59.067
665,Player6545501,11:59.3
666,Senor.M,11:59.467
667,carlinxd2,11:59.9
668,Blezztery,12:00.183
669,zenitsu,12:00.417
670,SleepySheepHead,12:00.833
671,EpiX256,12:00.934
672,CJ,12:01.833
673,e,12:02.033
674,Wiemalli,12:02.133
675,Niko_Belick,12:02.233
676,Dr.l0uis,12:02.233
677,VenaticTunic,12:02.416
678,Benzene,12:02.567
679,itiskop,12:02.65
680,tay k,12:02.75
681,Kmakaroni,12:03.383
682,Ducky132,12:03.767
683,PP,12:04.066
684,Besose,12:04.2
685,Namron_X,12:04.767
686,Shmeen,12:05.2
687,Luna,12:05.25
688,Preston,12:05.366
689,Player,12:06.85
690,Wythe,12:06.916
691,kingmann1111,12:07.283
692,chandler_smart,12:07.35
693,Blobz,12:07.95
694,Blastof,12:08.516
695,PureSalt13,12:09.284
696,Neyx420,12:09.6
697,Ullokwak2,12:09.966
698,gio4528,12:10.35
699,utra dos moab,12:10.367
700,q(*w*)f,12:10.4
701,Rozaxa,12:10.467
702,USA Mind,12:10.966
703,ARhysand,12:11.517
704,huahuohu,12:11.833
705,Eagle,12:12.216
706,1zhenikun,12:12.317
707,Marsh,12:12.467
708,InfinatEmber,12:12.817
709,Infernoraptor,12:13.2
710,DESESPERO,12:13.283
711,lorenzozaze,12:13.683
712,bitencourt1994,12:13.817
713,Daniel,12:13.9
714,bilu,12:13.983
715,Player6396065,12:14.183
716,Furkan60,12:14.45
717,PrivateDonut326,12:14.866
718,PeenQueen,12:14.883
719,Fern,12:15.034
720,D,12:15.167
721,Omega,12:15.3
722,Player,12:15.967
723,_Londres,12:16.317
724,AmberLeader965,12:16.95
725,Gorilla,12:17.634
726,Khavik,12:18.017
727,Lost-Memories,12:18.1
728,Bobby,12:18.416
729,Adrian,12:18.5
730,ZachBar321,12:19.016
731,WinterGaymer,12:19.316
732,Mregula,12:19.716
733,Axle,12:19.867
734,DukeThias,12:20.266
735,Netlot,12:20.35
736,Thorfinn,12:20.45
737,sergiio,12:20.583
738,DaGG,12:20.75
739,chidekko,12:20.784
740,Bandof,12:20.833
741,Weenzaza,12:21.267
742,KiwiAce3435,12:21.283
743,MonkeyNovice47,12:21.35
744,SeKentea,12:22.033
745,Nick Wilde,12:22.266
746,IcephoeniX,12:22.434
747,RaczeQQ,12:22.883
748,Mirrora,12:23.05
749,Cyanotic Spark,12:23.433
750,Player,12:23.5
751,Chnk11,12:23.816
752,Smurfblade,12:23.9
753,Faust'sBoy-Toy,12:24
754,duanmuhezheng,12:24.45
755,Zgembo,12:24.484
756,DepressedDave,12:24.634
757,3DDiddy,12:25.084
758,ItaSwin,12:25.15
759,Ruebe,12:25.183
760,Player,12:25.367
761,Wiktor500273,12:25.417
762,Gabu2824,12:25.7
763,WinterStar,12:25.866
764,EspancaPepeca,12:25.95
765,QuackingSpy212,12:26.267
766,Flyingfinn,12:26.633
767,Tobias,12:26.734
768,SoNeCa(V23),12:27.134
769,digdin,12:27.167
770,Jox,12:27.25
771,Metal_Jesus666,12:27.616
772,Andrew,12:27.667
773,Tribls,12:27.884
774,Magnolija,12:28.167
775,dragonmarino54,12:28.567
776,van der waals,12:28.6
777,Lacerda_2003,12:28.6
778,Glenn,12:28.75
779,Greed,12:28.783
780,Blueberry,12:28.966
781,AE,12:29.05
782,SparkleCube,12:29.167
783,BreadMonkey,12:29.267
784,BloonHero18673,12:29.35
785,w1snia,12:29.517
786,JayZ,12:29.634
787,PlasmaHD,12:29.634
788,HOYHOY,12:29.967
789,EizzyOriginal,12:30.267
790,NotRain0,12:30.3
791,Ace Armada,12:30.65
792,Hiroschimo,12:30.984
793,Maya,12:31.05
794,Chilly,12:31.083
795,ai he,12:31.267
796,F,12:31.267
797,Rimuru,12:31.467
798,elemeNt,12:31.616
799,Dobryjez,12:33.2
800,Lathan,12:33.383
801,Cman99,12:33.567
802,_SombrA_,12:33.934
803,DaMonke,12:33.984
804,YEETUS,12:34.134
805,Pineappe,12:34.3
806,Xezu111,12:34.367
807,DOROCHILINIK,12:34.417
808,Outsights,12:35.134
809,titki,12:35.167
810,FREEZING,12:35.517
811,MooMooCow,12:36.116
812,StranaScimmia,12:36.717
813,MedicBag,12:37.016
814,Kevin,12:37.1
815,Hidden Messages,12:37.5
816,Bob Ross,12:37.65
817,Str1ke,12:37.717
818,Player7664544,12:37.733
819,nathanthemonkey,12:37.95
820,ice10112548,12:38.817
821,-Checkjosher-,12:39.317
822,Tic_Tac,12:39.35
823,Erhe,12:39.417
824,WALAWALQ,12:39.433
825,No,12:39.634
826,Gabizinn,12:39.733
827,Hideakie,12:39.967
828,Unicellular,12:40.117
829,dlpc,12:40.166
830,OliveKnight1094,12:41.184
831,skyflydix,12:41.367
832,Funny Valentine,12:41.517
833,Player5566326,12:41.583
834,2134565,12:41.783
835,Prilling,12:42.416
836,JonnyCina,12:42.483
837,WithOutAnySense,12:42.617
838,NPC,12:42.816
839,spoony_qing,12:42.934
840,Player,12:43.033
841,Ducknrun47,12:43.283
842,TheSecret,12:43.6
843,Urbnopr8r,12:43.867
844,PhoenixBlaster,12:44.534
845,Guite,12:44.6
846,Consuno,12:45.116
847,LeoW,12:45.133
848,erick,12:45.25
849,DJPON3,12:45.417
850,Cheesey619,12:45.784
851,balloonbuster3,12:45.816
852,Dtshotgames,12:45.9
853,Sparta34,12:45.917
854,gahzika,12:46.284
855,Beneguen75,12:46.5
856,jprod,12:46.8
857,Player,12:47.167
858,Player2384915,12:47.183
859,Lucifirst00,12:47.65
860,nomit,12:47.667
861,HUGE,12:47.75
862,KNTT,12:47.766
863,Kyle,12:47.8
864,Jie 515,12:47.867
865,LLUMINOUS,12:48.15
866,MamaParagonT,12:48.433
867,GreatMonkey3339,12:48.85
868,TempsIsHere!,12:48.917
869,guloko0,12:49.35
870,donut.77,12:49.366
871,AmberLeader419,12:49.633
872,BrainyHealer31,12:49.633
873,Bingerzz,12:49.766
874,whom,12:50.034
875,Abad,12:50.134
876,Yeet My Feet,12:50.167
877,benjij08,12:51.317
878,Limax,12:51.433
879,Tiny,12:51.534
880,stormer233cy,12:51.8
881,Vynlerian,12:51.983
882,HeroicTiger3100,12:52.566
883,PEPINO,12:52.85
884,Mortaldp3,12:53.283
885,Xany,12:53.517
886,WhoShotCupid,12:53.883
887,voicedpython,12:54.117
888,Maks24ka,12:54.35
889,PadaR,12:54.367
890,El richi,12:54.683
891,jabami,12:55.083
892,pugsofwrath,12:55.183
893,Luuk,12:55.684
894,Player1705289,12:55.7
895,Slotterleet,12:55.8
896,Michalpol545,12:55.883
897,Id0bleakin,12:56.25
898,JEBAC JUKAE,12:56.383
899,Hunter2007,12:56.516
900,Player2329417,12:56.566
901,Jupi,12:56.917
902,Joemum,12:57.15
903,Scott Beveridge,12:57.35
904,Tong Lexuan,12:57.567
905,Denji,12:57.733
906,TCSNYN,12:58.2
907,Lunar rnni.,12:58.267
908,Liew,12:58.567
909,Zayood101,12:58.967
910,Zack_Monke,12:59.133
911,Root1above23,13:01.1
912,AndersBrogaard,13:01.317
913,693472654,13:01.816
914,Meggi420,13:02.183
915,Pengwino,13:02.867
916,Nakiel,13:03.016
917,kilka30,13:03.684
918,Marcoarchmage2,13:03.716
919,Red Sword,13:03.784
920,renatobsf,13:04.1
921,spooky,13:04.25
922,KiwiAce4270,13:04.65
923,Ozelot1986,13:04.934
924,Pie,13:05.233
925,YT_@YinSan,13:06.083
926,iuueeng,13:06.267
927,yuanpingu,13:06.616
928,CapitaoBarril,13:06.95
929,PokeyRebel7830,13:07.266
930,NinjaMaster404,13:07.417
931,Rayofdoom1227,13:07.633
932,Pandebiao,13:08.284
933,JCProgrammer,13:08.467
934,siwori,13:08.5
935,Ryan,13:08.5
936,Jesse Boss,13:08.816
937,NobleSquire2301,13:09.467
938,Jan,13:09.5
939,FalkenFighter,13:09.567
940,phn001,13:09.9
941,YinJiHanFeng,13:09.916
942,Machete,13:10.4
943,LegsNev32,13:10.616
944,PotatoYT1,13:10.717
945,Tsunamy,13:10.8
946,DuoLuo16,13:11
947,kingschadow2,13:11
948,MrOrigami,13:11.017
949,hihello,13:11.25
950,Electroninja,13:11.316
951,GryzzIi,13:11.383
952,Glitchysharkxd,13:12.367
953,Augustus_77,13:12.466
954,FunyunsAReFun,13:12.583
955,yozny,13:12.616
956,Carson,13:12.667
957,Hash Brown,13:12.967
958,rdg666,13:13.134
959,RoseCraft,13:13.3
960,Sarkast,13:13.784
961,Tony Z,13:13.9
962,Ni45Co,13:13.917
963,Bible app,13:13.933
964,darc_j,13:13.967
965,zhaoeither,13:14.533
966,tobiobi23,13:14.667
967,Zeno,13:14.7
968,Sietse Ok,13:15.617
969,a47fv85,13:15.95
970,Rob,13:16.083
971,Player,13:16.683
972,Baka,13:17.266
973,Kat,13:17.333
974,Raven,13:17.45
975,=V=,13:17.684
976,MagicDusty,13:17.75
977,SpaghettiEggy,13:17.917
978,MeowSummon,13:17.95
979,eusoueupow,13:18.1
980,GeoChettan,13:19.083
