Placement,Name,Score,id
1,jandalfual,25,51:45.6,9fbb14ddd8c5ada4114486185622e676cc0149ba9c45d16e
2,SynthesisCT,26,38:35.4,9ce9418ad99ea8a74b108d1a5922e77eca0415b59841df6d
3,BUTTMAN,26,47:51.4,9fbb10d9d990f0a41943dc185b26e775cc5148b496168e6a
3,Milin,26,47:51.4,9fbb168bdac0afa11a45dc490d22b225ca514ceecb178a3a
4,Good Morning,27,32:33.5,9fbf42dddcc7fcad4c11d94a0e7be022cd5214bd9b19dd38
4,Lt is4 idiots,27,32:33.5,9fbf12828e9fada44d41864f5d7ae575cc5014b99711dd6d
5,molonyy,28,37:52.6,9fbb43de8cc5fda51941884b5c21e1709a571fe8c846df3f
6,ikun,32,37:55.2,9fbd4382d996fef34a4bdd4c0d7ab3719d064ce89845893d
6,1224790991,32,37:55.2,9fbd45dfdf9efda410448f490b25e3749f5618b89a168a3f
7,Sparky,32,39:45.1,9fbb44dddd90ada51e448f195721e025cb054bb49e45893a
7,i_dont_sab,32,39:45.1,9fbc43dad7c5fea0104486185b25e2719a0419ea9913dd39
8,BlueMew151,32,42:25.8,9fbb468fdb97faf04b4ad94e567ab570cc5614e8cf17df30
8,temmmmy,32,42:25.8,9fbb1f8cd8c3fbf11a138a490c26e2749f024eb59b188d3e
8,invaderguy78,32,42:25.8,9cb6138b8d95faa71011dc495f22b525cc5519bc9616d06b
9,yjxsld,33,43:35.3,9fbb43dadc96a8f149408d4b0a20e723c40c1eee9e12db38
9,Fairy Tail,33,43:35.3,9fbb44df8bc3faad4e4b8f4f5d7ae7259d011ee89e41de31
9,Time,33,43:35.3,9fbb1eda8ec5f8a54e14884c0d27e170ce071cbb9f418b69
10,kono Tomu da,34,36:45.6,9fba17d9df91fca61b448c1a5e25e375ca0c1de99f438a38
10,Deaths_Advocate,34,36:45.6,9fbb418cda93a8f018408c420976ef25c80049ef9b15d039
10,KyleBarley123,34,36:45.6,9cec14d9db92f9a11d17894b5e21b373c8021abd97128c6b
11,Bummy,34,38:35.6,9ce9418bde97abf31a1187195e22e77f9f5114b898168b3e
11,Deek,34,38:35.6,9ce9428d8b96faa418438d4f5921e77f9f0118ee9d17df3d
11,Big ducky,34,38:35.6,9cbb1f8e8990aaf618148a4d5d26e523cc061cbccd44db6c
12,battleforce6,34,42:16.6,9fbd42828dc0f9a04b43da4a5d7be77fcd0048ea9d428c3d
12,Bobett10,34,42:16.6,9ceb438bdd94abf61c148e1d097ae271c50348ed9843d131
13,Turtles,35,36:02.5,9fbd44888c9faaf41d118f190c70ef22ce0614bf9c158b31
14,sonjingohan,35,37:42.2,9fbb41ded9c2fcf64944dc4d5677e52498501ab5cd12de31
14,MrIncredible,35,37:42.2,9fbb44df8996f8a41e1087185b7ae27ecd0c1eedcb118a31
14,Luca,35,37:42.2,9fbb148bdac4f8f11b46de495626e324cb551fbecc15db3d
15,RanFujimiyaTTV,36,38:26.2,9ce9178c8e96aba61a118a1f5f72e425cc0c4bbd9a10d86a
15,Stulle,36,38:26.2,9fbe4688899efca31d168e4e0a7be576c50d1fb8cd19de6d
15,Secno,36,38:26.2,9cee13dd8c94aaf7194b86485f26e371cc5649be9e16893a
16,Ray1999,37,32:59,9fbb108bd891adf410458c195827e373cb011abec846dc38
17,AnonymousTuber,37,43:16.6,9fbb448d8a97fcf41b46874a5f21e721cd551cef9617896c
17,YT: Courraffe,37,43:16.6,9fbd178ad8c3a8f11a138d4b0d76b721cc001ebb96178b3f
17,Quackers,37,43:16.6,9fbf1f89ddc0fcf01c43db4b0925e325cf0d15ea9d448d31
18,BANANANOMNOM,40,30:37.7,9fbc4189db90aaa44e11861d5675e174cf0d18edcf18df39
18,BananaJC,40,30:37.7,9fbc4189db90f8f418168d435b71e7749a5518e89c178a3a
18,BANANASC,40,30:37.7,9fbc468ddbc5fea54a13881d5972b074ce504cef9716db3b
19,E100,40,32:39.1,9fbb44d88992ada54e4b8f4f5d7ae7259d011eedcf418b6d
20,not unhomie,40,35:13.1,9fbb44d98c91fba61e45891d5b74e173c9021abb9614db3d
20,unhomie,40,35:13.1,9fbe14838cc3abad1944de1f5e72e17fca074bb59f138d3b
21,CreatorGDS,40,35:26.1,9fba17d98ac7ffa51c40894d5e7ab274cd0049b899428e31
22,OneBomBz,40,37:29.9,9fbf178bda96aca54a458e4e577be77f9e554bb59617d13e
22,MrWhiteRainbow,40,37:29.9,9cec43828d96f9a64c148c1e5f70b772ca521dbecc46d93e
22,Blooner420,40,37:29.9,9cb844d8dd97aaf011478f420973e173cc504cbc9d14db3f
23,:),40,44:08,9fbd17dedb97aaa64a4b88180977b3729e524feacc438e69
23,(Katabu),40,44:08,9cec1eded894a8a6184a8d420925e575ca5615bacd17d83e
23,Kacpero,40,44:08,9cba44dede9ef1a14d16894f0974b476cc0c15e99c14dd31
24,Tonic,41,40:21.4,9fba178bd8c0faf6184288495c70e276cc0418becf10d83b
24,meth head,41,40:21.4,9fbb1f88dcc4f8f01d448b4a5e27b376cc034ebeca178e3e
25,III,42,35:47.9,9fbd438ed794fea51145884e5a76b77ecc0548bacd45df6e
26,OliveKnight4350,42,38:23,9fbb468d8bc3aff61944864d5d20b476cb0719eac818896a
26,GamingAlno,42,38:23,9cb81289d8c4aff71b4b8e1a5827b424cc0d1cbccb188b3c
26,Joltnkirbzz,42,38:23,9cba41828e96a8a21c408d4f5825ef21ca071aef9a458d3a
27,DiegoRagazzi,43,34:05.3,9fbf108cdac5f0a5104a8d4e5972e322cc041ebbc818db6b
27,zScrollcamp,43,34:05.3,9ce94189d79ffda1184a8c1a0b75e77ecc0c19bacd43de6e
28,NobleSquire2762,44,27:49.8,9fba1482de96aca24e11871f5a72e373ce074fed9946dd3f
28,WhitePlate,44,27:49.8,9cea15da89c5fff61c418c180c27e07f9d041cb59718d03c
28,HoboJoe,44,27:49.8,9cb91389d693f9ad1e428e4a5620ef76cc0d48bcca15da3e
29,Starlight,44,38:05.5,9fbe11828c96f8a71847871a5777e57699061ebb9e15db31
30,Y.,44,47:59.5,9fbb44898d90aff64e1789425c7aee7f9d511dbf9d458d30
30,giddy4,44,47:59.5,9fbc4482d891f9a24d13da4d5a76e324cb014bedcc438b39
30,infopeek,44,47:59.5,9ce94289d99efaac11178b1a5821e77ecb5015bf9e168a31
31,Genocide,46,32:49.3,9fba178d89c2fff41f40dc420c73e370cb031cbec815d06c
32,Boudy,46,33:25.3,9fba148fdbc5fbf11a418d4d5c70e374990c1ded9f45db38
32,xqjibz,46,33:25.3,9fbd13d9d695aff01f46d9420e21b7709a504bbe9743d86a
33,Miaoxiao7,46,33:37.1,9fbc1edfdb9faca24e45dc180b21e775cc5618edcf13d13e
33,HKJ06,46,33:37.1,9fbc1f8fdd97fdf61d4bdd4c0b73b072ca0d18e99b178931
33,BoggleThenLose,46,33:37.1,9fbc1189de94fcf31c47864c5b77e0239e0c1fb49b18d939
34,kthxbye,46,41:45,9cbb438dde92aff11e468b425922b276cc5619ed9d19d83b
35,Tacotown314,48,44:11.7,9ce911dd8a95acac18138a1d5d73e77fcc551eef96128a39
36,hiiro,50,29:37.1,9fba16da8ac2acf61e108a480d21ee7ec4004cb59e10d13c
36,XSHshooter,50,29:37.1,9fbb418fd991fcf61c458b4e567ab576cf034eb49e13de31
36,Sup Len,50,29:37.1,9fbc118dd89ffba41817de4a0b76e07ecd0415bccb45d939
37,Player8718761,50,38:21.5,9cea43dad692fca74a168e4e0a73e376cf0015bacb14db6b
37,dbte,50,38:21.5,9cec428eda97f8a511468d1f0970b775cb5049e89618893f
38,GreatMonkey3320,51,31:01.5,9fbb4188da96faf0494ada4e5b7ab570cd5749bec816d13a
38,Lynx,51,31:01.5,9fbb43dd8bc7f8a6494286420e21ef24cb0049bf9b428d6d
39,Klutch,56,23:05.4,9fbe448cd794fff71f108743587be172c5001aba9e17d838
40,17 JOHX,56,33:55.1,9fbb44deda94fca71e44d919577ae57ec8051dea9842de31
40,aporetfan2013,56,33:55.1,9fbb44dfd790fef71f43db4e5673b026c9041ceacb418a6c
40,Werfy,56,33:55.1,9ced1f8ad990ada44a41881f5872b771cf5114bfcc10d86d
41,WALALA,56,42:48.1,9fbb438bd895aba51b46dd4d5b7ae17498051cba9943d03b
41,bbbs,56,42:48.1,9ce9428ddf91fca31142dc430e22e77f99501abacf44db6a
42,Zeroyyz,57,21:56.7,9fbb44dedcc2aaf41941dd4c5e7bb073cf0c4bba9745d169
42,MicroBlueium,57,21:56.7,9fbb468ed791a8f11f418b435a72e571c80714e89c18d93f
42,fantasycat,57,21:56.7,9fbb158fdfc0fcf71d4b8b4e5721e176ce0d14eaca10d16b
43,Trigon,57,30:02.9,9fbd10d8d7c4aaa54d13874b5e26b07f9a574fbf9a418e3a
43,Dlaw,57,30:02.9,9cee1583d79eaaa71f418b195776b070ca014fbfcc17dc3a
43,Maki,57,30:02.9,9cb842dd8cc5fca64e17da435971ee23cc504cbc9a168e3e
44,MZ,61,35:48.5,9fba1389d991f1a14a41864a0e7ae07699504fe9c845dd3d
44,LaoMengXin,61,35:48.5,9fbd10ddd694fba74d43861e5c7be222cf551cb897468c30
44,DZH,61,35:48.5,9ceb428bd990fdf01c40d91e0c71e722c40518b89a15dd6e
