Placement,Name,Score,id
1,WhiteNight,2:05.483,9cee45dfd6c0fef44a448f190e21b324c9041be89f418b3d
2,MrPietrek :),2:17.85,9ced1589d997fca24c16dc1e5c25e221c8511bbecc13dd38
3,masmaves,2:25.4,9cea13d9da95fda41d47de480e73e7709a0318bb9e15dc31
4,Guanium,2:27.583,9ce942dedd93a8a61e13871f5b7be77ec8054beacc428e31
5,AroundAverage,2:28.1,9cba44df8cc4f9ac18448a420b72b475cc0c1db8ca19896d
6,Feedmeskiissue,2:28.233,9cec118d8b96f1a31f118b4a5a76e526ca031eb89e42df38
7,MrPlasma,2:36.417,9ce9108cd7c2fba51c1188195d77e026cb0118b9c816d16a
8,Gone,2:37.65,9fbe1fddddc4fef64d41861f5873e377c9524eb99614d86c
9,SeeRukio,2:49.783,9fbd14ded696aba54c478a1e0b72e223980115bc99148d31
10,donkeymule2,2:55.633,9cb943d8d797fea249468e4f5b76b473cc0d1eee9c14d03e
11,ThanhDatVN,3:09.217,9cb917da8e9effac4a11de1e0c20ee75cf5515b49a418d69
12,ikun,3:12.25,9fbd4382d996fef34a4bdd4c0d7ab3719d064ce89845893d
13,royalor,3:45.833,9fbb44d98cc2faa64c17874e0b20e7769f0414e899438e31
14,SniperCup,3:50.75,9fbd1588db9ff8f64e4b891f5920e0269e5714eecf11dd6a
15,ZeroLancer,3:50.884,9fbe46ddd8c7afa41c47d94e5a76e074ce5615edcf17d038
16,Axyom,3:58.633,9ceb158a89c5f1a318478f1e5976e126cd0015bd9f41de39
17,SomeWabalan,4:28.517,9fbc1ed98c92fcf34b42dd1d0971ef779a571aba9619896d
18,BUTTMAN,4:42.317,9fbb10d9d990f0a41943dc185b26e775cc5148b496168e6a
19,Rikudo,4:42.95,9fbf10dede93f8a31d1189480b7ae77499064bb9cb44db3e
20,Loconch,4:48.517,9fbc42d9d9c5a8ac1e408a4e0d26b5719f014eb49b178c3b
21,Jerry,4:54.667,9cb841d98a96aca41f10d94b0a76b421ce5614b49611d83f
22,sorry1wanted,4:54.75,9fbb44dad692f8a24b168a185b72e674c4061eefcc14da3a
23,doudizhu,4:56.417,9fbb46ded79ef9f31d40da185b76ee24cc5014e8cf46d039
24,ETL,5:16.417,9fbb1ededdc2f9a71f418d495826e2719f054bbc9f18df69
25,Skyciw,5:17.417,9ceb1483db93f8f71945dd485e20e772c5024cbf9b16d13c
26,Lionheart233,5:20.7,9ce945ded990f1ad11468c425d22e3229d561bbccc16de6e
27,IORI,5:21.45,9fbb108d8ac2aff14b11dd4c587ab0769a5648e99846dd39
28,waiter386,5:24.4,9fbb438ddd90f0f01e40871a5973b722c8524bea9e198a3e
29,Hannesborito,5:25.317,9ceb45da8a93fda61c17de4f0e73e226c55219bccb168c31
30,Nature's Grace,5:26.7,9fbc438c8b96fda11044881e5927ee25cc0d1ae9c8418e6b
31,RiceandDice,5:29.45,9cb81682d89faaf64a1186195f75b574cc0d19bb9a458c6e
32,K4S6M,5:31.917,9ceb1e8ed994f8a41b41d91f5e71e423c95649b49c13893d
33,HappyJTC,5:33.383,9fbc44df8dc5ada14d448b4d5d7be7729d0218bdcf18da31
34,Player,5:38.466,9fbb428b8b91afac4d47da430c75b575c40d49b89845df6a
35,lyt2228,5:40.417,9fbb4388df91f1f64916dc4e5670e074ce0119bb9d448d3c
36,Monster,5:40.45,9cb6178ddcc7f9f01a4a874c5d25e726cc5548be97468b6a
37,(Katabu),5:44.167,9cec1eded894a8a6184a8d420925e575ca5615bacd17d83e
38,ZungGaaYi,5:44.683,9cea168a8a91abf14a448b1d0c76e77fcc554ce99b108c3c
39,Cici,5:45.483,9fbc1edf8c96a8a74d138d4f5a74e670c8571fbdcb16d06c
40,pllan,5:49.483,9fbe13de8e91fea51116dd420e7ae67fce0114bccb17dc69
41,Hopper,5:52.467,9ce94183dc95faa14e458a4e5871e77f98511ebe9c41d13f
42,High Wizard jp,5:52.783,9cbb1f8a8c9fadf118178e195d71b47fcc571dee9b45d838
43,Essi,6:02.416,9fbc11838e94afa34e478e1f0c70e573c5511eb89b10d93d
44,the3one5,6:03.283,9fbc46898cc4fdf61e168a4f0a26b077990d4fe8c810d13c
45,Crative Mode,6:12.25,9ced1e88d89eaff01143dc495771b77fcd574ebdc8138a3e
46,A'nan,6:12.417,9fbc128cda95a8f61b43894d5a21e0269a0c4ebfcf448b3c
47,sorrymaker,6:13.583,9fbe448ed691fea711468d4a5725e7709f521cbfcd198e3b
48,choccy onion,6:13.633,9fbd148f8e97acf64916da495f21ef74c5514eef9d458b3d
49,Kerone,6:16.033,9cea168adb95aba14b458b420b25e77fce551dbbcf158a31
50,high player,6:18.016,9fbc158fda90fff04c4a894d5d25b276cc041bb8cf43dd3b
51,ANG-Z,6:23.1,9cea1fde8b93aca34b11db4a0d75e7709a501bee98118d39
52,PACCHI,6:24.7,9fba148a8dc5f0a319118e4a5c74b726cb061dbac8428c30
53,RT.Nino,6:28.433,9ceb428f8b91fcf11b14dc4f5926e5769f511db59d138c6b
54,Loaf of Pug,6:29.85,9ce91788d896fda11a44d91d5622e271c80c4ebf9f18db6e
55,AOPSUser,6:32.533,9ce94182db94fef64d41871f5c26e77eca521defcc198d6e
56,Pizdokleszcz,6:33.45,9fbf168ed790fdf7494b894e0e73e771c4574fb89c19dd3b
57,IndoorWallaby8,6:34.033,9fbf46888dc7aba11c108f4c597be423ce051bbacc18da3c
58,lenndoli,6:34.067,9fbe178edf93f9a11a11891f0a20e57e980c15b89b148d31
59,Bexus,6:38,9cba41dd8c9facf64e428d4a0e21b070cc0d14bb9d428c39
60,Beauty MGT,6:44.033,9fbf1082d694aaa61e138b4b5f75e723cb074cef9741df6d
61,Zoy,6:47.383,9fbb468b89c7f0a61d4ad91f5726e776cd0419b9ca13de3f
62,Ayeccs,6:47.8,9ced158ad6c7abf74d408e1e5f22b424cd0148b99a43dc3f
63,Player,6:48.05,9fbb1489d6c3fea64a418d4b5671e0729e051cb5cc178e6d
64,unarmedstars,6:53.7,9fbc1edddfc2fef11b40de1d0b71e170c90d14ea9a44d86b
65,Douga,6:53.95,9fbf43df8d90fbf44a4088190921e076c8561eefcb19d03c
66,rollertoaster3,6:56.233,9fbb438bdac0ada44e138b1d5a73e671c40014ea9813df6b
67,Bobett10,6:56.517,9ceb438bdd94abf61c148e1d097ae271c50348ed9843d131
68,Effie,6:56.8,9fbb1ede8994fea54b4adc185877e521cb0c4cefcd12d138
69,Polaris,6:58.367,9ce94288da96f8a718438f485676e77ecb0248bf9d448a69
70,VioletHero1760,7:00.2,9fbc1e8c8d94fdf31046dc185e26b526c4574cbb9713dc3d
71,EECKLLP,7:02.45,9fbc1ed9dac4fba24910de4e0c26e2239e051cef9e428e6a
72,2792049498,7:03.283,9fbb44ddd696f0f61b46dd4d5b7ae17498051cb89c17d138
73,mape,7:07.15,9fbc178c8d92aff11947dd1f0925b577ca0d49eacc17d13d
74,Vert,7:07.867,9fbf13d98dc0fba74b40d94a5a74e4749d021fbe9a42da6a
75,rtthrd,7:13.667,9fbf128edac7fba410178f1e0d21e42198561bee9f11df6d
76,weiyi,7:22.233,9fbb42838d93ffad4a168c195e26b4249e011ab99e44db6c
77,wzymy,7:22.85,9fbc1edf8c94abf71c42da1a5c20b7719e074cb5c819896a
78,Big Player,7:23.8,9fbb44d88b96afa34c17874e0b20e7769f044cbc9a12d038
79,entropysilence,7:24.65,9fbb438cdb9fadf44e40864d0b72e276c8571bea9e418d69
80,XSHshooter,7:25.9,9fbb418fd991fcf61c458b4e567ab576cf034eb49e13de31
81,alsihct,7:27.466,9fbf15d88e93afa34e458f4c5c22e226ce024fbb9b418d3e
82,Letmecook,7:27.55,9fbe168cddc2ada64c4289480d71e2749f5118ef9e45de38
83,SynthesisCT,7:28.933,9ce9418ad99ea8a74b108d1a5922e77eca0415b59841df6d
84,yjdstcyjdstc,7:29.283,9fbe138f8997fbf64d41dd185771e474cf5515ef97438e38
85,Alice,7:29.483,9fba178bde96afa7194788490b25e276c9051eb99641d13f
86,Dohhaaja,7:29.633,9cbb1f8adac0f8a7494387190c74e076c95014edcd15d16b
87,epikuk,7:30.3,9fbe14deda9efbf11a438e490c70e576cb014cee9c43d939
88,xinghua003,7:32.666,9fbb458e8c94fca74b13db1e5b26b226cf0c14ea9d12de6b
89,i eat soap,7:33.8,9fbd1589d894ada34e4b891f5920e0269e5714b59c138e3e
90,VanBummel,7:34.267,9fbc4382d794a8a01f458f4c5d25b771ce021ae8ca14dd3c
91,Nanachi,7:35.667,9fbe178edf91fcf111108b1e5d7be4749a574bbd9642d838
92,shengguang,7:35.783,9ced14df8991fcf31d1486480b75ee7fc8511beaca16d939
93,Dart Monkey,7:38.033,9cb846df8dc4abf14c148e4a5b72e325c80c4ebfcc168939
94,Chef Royardee,7:38.85,9ce94188d6c3fef44c11de1f5b76e77f9f521eef9843da31
95,Aceplane,7:40.933,9cec168edec3abf44d138a4d5c21e023ce5118be9f18dd3b
96,camilo_figueira,7:41.75,9fbe468f8cc2adf34945864c5d72e72598004cbccd45db3a
97,hengzwis,7:42.3,9fbc428d8c9eadf31c45de195f72b025980c14ea9746de6c
98,creeper,7:47.333,9ceb428eddc4fff01b14dc4f5926e5769f511db5ca15df6a
99,Wulihard,7:47.45,9fbe12dd8dc7fbf71d478b4c5e25e576c5011aee98428e30
100,Arakasi80,7:47.667,9fbb438f8996abf71040871f0d7be474c8044cea9b44de3c
101,Madmannomore,7:48.933,9fbe43898bc7aba14a408f1d0d26e27ecf051eb49842d96d
102,Itna,7:51.15,9ce945dfde94aba71c178d425725e674cb041ab9c819df6e
103,EpilepticToast,7:52.05,9cea16dadf94abad194b8b4b0a70e770995215ed9e14896a
104,gaowan,7:52.384,9fbb468ed694f9f049428a1e5a73b021c90d19b89a118b3a
105,JenIsDaUncle,7:54.2,9fbd1e8dda94fdf11d4588185775b571c90c15b899108d3c
106,SingCn,7:55.35,9fbb438bd9c2f9f010138f495925b47ec50015ef9b13db3e
107,guojia123,7:56.8,9fbc1283d690ada11142d9185e22e573ca0015b596148969
108,Dakota Jackson,7:59.033,9ced428adcc2fdac4b14db4c0b74e275cc554fbeca19df30
109,0ldman,7:59.75,9cb81e888990fca710108a4d5770e023cc501fef9f46da30
110,MasterKai315,8:01.1,9fbc468edac3abad4942de4f5674e42499074fee97138a39
111,wind3366,8:01.566,9fbc1ed8d8c2fca110478d4c5721e222c5501eea9942db6c
112,ttaM707,8:01.8,9cba15df8c9efead1040db1a5c72b27fcc0c18ed9919d839
113,LENGYIN,8:02.384,9fbb1eded795abf3114bde4b5675e273ce0148bdcf16db3d
114,Sala,8:03.334,9fbc448cdd92fea51a168f1d0e73e071cc0d1fef9714de31
115,Poontang,8:04.567,9fba16dddec4aaf31116da4a587be42399551ab998178d3a
116,eirik_arr_nesen,8:04.667,9fbb1e8ad8c2faa010448e185a71ee7f995614b5cd418d39
117,Bozo,8:06.55,9cec458d8ec3aaa5184489185872e126ca0318bd9e19dd6b
118,old god,8:07.65,9cea1f8a8d93fbad4913d9190a20e77fc5511bbf96178e31
119,TPH,8:08.167,9fbc46d8de92f1f61e458d4e5821ef2498021eed9a11dc6a
120,stanjihyo4,8:08.284,9fbc1e83ddc7f1ad1c14871d0d22e4729f0c1bbfcb108e69
121,Rubikscuber,8:10.2,9fbc1ed889c2f9f04d118d490e77e323c5551ae89c19d83e
122,Vendela,8:10.917,9fbb4688df91aaa2194b8f4e5a77e270990c1abecd10de6c
123,impicklesus,8:12.383,9cec45dadb96aff7494786495d73b372cd0615b4c8178c69
124,Anderwar,8:13.45,9fbf43d9d6c5aaa24a4088190921e076c8561ebbcd188c3d
125,MrHbaba,8:13.483,9fbb11d8dc97f0f71a418c180977e5739d564be9cf108a6b
126,EY,8:15.217,9fbb448c89c5faf4491389490976e6269f0015b5c8428a30
127,Marcus Linck,8:17.4,9ce9148b8c92ada61045da4d5d70e77fce5649be98438e3e
128,LinBing,8:17.833,9fbb46dfdd91f1f14c40d94c0d77b025c9501bbc9719d869
129,lyb,8:18.05,9fbc12dd8ac5acf6194ade4e5c71b47e9f511fe99f458c38
130,Cubi,8:24.8,9cb914ded696f8a21b11de490e21e323cc011eb89d128a3a
131,p3nguinn.,8:24.833,9ce941ddddc3aca01947dc425e20e77f9f0d19e89b17db6e
132,Oliboy,8:26.8,9ceb10828e9ffca71c14874d0a71e574c5501cee9a18d869
133,Mrbeans,8:31,9fbe13d98a96f9f01d428e195622e024c90314b59c10dd69
134,Pure-luck,8:31.3,9fbb43dfd7c2aff11d418d1d5f7ab473985118edcb14896e
135,lapidusss,8:31.35,9fba1783dbc2fda44c13de1a0e7be024ce574cefcf44dc3c
136,yurinoho,8:31.517,9fbb44d8d691aba04a10da4e0b70ee21c85249e9cc17d038
137,EcoAlpha,8:31.567,9fbc46d9d9c5f0a61913dd1e5f22b2249e0d4bb49b138c6e
138,SiSCon Raven,8:32.267,9fbb428f8d92f0f119138f4d5773e07798001cbd9b16d96b
139,regrow_farmer,8:33.383,9cec448f899fa8a04c4087485d71b424cb5018bb9d19d169
140,Monkey Star,8:34.983,9fba17dd8ec7afa24b10da4d5c7be123c55615bccd188b38
141,KatsuKing,8:35.183,9fbb17ddd7c7f0ad1c478e485d25e575c9064fbbcb44df3d
142,G-GOAT,8:35.567,9cb816d9dbc7fba71a458e180a21b073cb0d48ef98188a6e
143,Bjay23,8:36.55,9cea46df8ac5fbf61047da4b5b7be77fca561bed9915d93d
144,ToddChris,8:36.733,9fbf1482ddc5fbf64b44874a5677e771c8571bbccc15db3f
145,alex_tkvj737,8:37.183,9cea15dfd9c7fba51c478f425720e77fc4011fbecb42d96d
146,Loxidous,8:37.517,9ced43d9dcc2f8f6194bdc1f0925b521cd004cbbc815d93e
147,CavityCreep,8:37.617,9ce944d9dbc7faa11816da1d5a70e77f985114ef96148e6d
148,CyanRabbit2824,8:40.217,9fbb1edd8ec2f1ac4b4b8b4c5826e525c50014b49816dd6c
149,PinkThunder,8:45.5,9ce942838b93f1a218438d4f5921e77f9f011bbd99198c31
150,HASTUR,8:45.834,9fbd1182dc90abf44e108e1a0e76b076c8044bed9a16d930
151,Ace,8:45.9,9fbe168f8a95acf31f448e4b0973e5769a571ae99a44dc38
152,LonelyPatients,8:48.267,9fbe10ddd897f8f61e4a884b0c74e5759d554fe8cd44896a
153,ehero82178877,8:49.4,9fbb44dedb90f1f04913de1e5e7ab372ce514eef9f44d06e
154,ALL_INSTAS!!!,8:52.217,9ced1f83d9c3fda511428e4f5b20ee71c95214e8cd43d139
155,PowerDino3773,8:52.25,9fbb1e8dd692f0a61f10864d0d76e470cb014cbd9a468a3e
156,Milin,8:52.384,9fbb168bdac0afa11a45dc490d22b225ca514ceecb178a3a
157,alamit164,8:52.55,9ce9418d89c4fca01e4b8c4f5e77e77f98501fed98108d3e
158,Toxicbrain11,8:54.933,9fbc448cde9eafa44e478c4b5a22e376ca5715bacb458d69
159,flemmli97,8:55.933,9cb945ded9c5abf71d41da4f5775b724cc0d1bbf9a12db3c
160,Big Pirate,8:57.133,9cbb1e8d89c2aaa61813dc435f27e522cf5548b89b428a3b
161,joaoVitor9292,8:57.65,9fbc1782dac3aaf71b16de4c5a77e073c5574cbc9919dc3d
162,kizmyass,8:58.117,9fbb418ad6c4f0f14b43db4f5b75b2259a0419bf9e188d38
163,abcdefend,8:58.283,9fbd458d8b9efea21c47db1a5f22b77ec8051bee9b168d38
164,Dawxdio,8:58.367,9fbb42dad993aba21b47de4c5877b4779a561fba9946da31
165,DerpWarz,8:59.817,9cb711d8d693adac1d45dd1a5b76ef21cc5018ea9f45dc3b
166,Henry,9:04.616,9fbb1582d7c7fda74a46da1f0927e224cf511cbb9e42d16c
167,ThaEmprahh,9:06.733,9fbe11d8d9c7fdf111108e4f5920e575cc051ee9cb45da3e
168,Kona,9:06.766,9ced108e8b94f1f61f4b8a195d74e476cf561fbb96438a30
169,joker23jjd,9:07.516,9ce9428bdd97fdf64b40dd495971e77ec95114ba9715d83e
170,BABAYAGA,9:08.233,9fbb46d8db94fbf74b448e1e0a27ef76c80c1ceac819d869
171,WX:zf393414299,9:09.384,9fbe438bdfc3fda01917864b0972e272cd511cbc9e188b30
172,dlpc,9:09.667,9ce943d9ddc4ffa31c418e4e5876e77ec9514be99e13dc39
173,Player,9:11.25,9fba168ad994aaa04d4b864d0a7ae17299031be89616893f
174,BloonTower8788,9:12.8,9fbe17dad696faf14e438d4c0a20e4259d521cbc9b11893b
175,1667445077,9:13.066,9fbb468bdd90f8a74e45dc4a5e70ef23ce0d4ced9d19d93e
176,miziman,9:13.15,9fbc10d88c92fba31910db1d5877e525cd0448ed9e15d138
177,Player8408446,9:14.1,9fbb44888b9efaf11b46874a5f21e721cd551cb89914df31
178,Viiv,9:14.917,9ced1f8cd692ffac191189425d25e074cf0419efcb18d030
179,Mr8k,9:15.3,9fbe128fda9ffba41e1389190b70e6749a511cb89a178d3e
180,Mishko,9:15.317,9ceb1783db9ff1a61816871e5822b425ce0314eeca45896d
181,Shaggy,9:15.783,9cb71e8e8994f0ac4c438c495f7bb077cc0d48ef96428e6d
182,xererain,9:17.117,9ce941888d9ef0a34945d91e0c74e77eca051dbaca108969
