Placement,Name,Score,id
1,ISAB,32,31:55.1,9ceb4383de90fef71c148c4c5d26e77fcc514ebc9a118d3a
2,ISAB,32,31:55.1,9cba1eda8ec2aaac4945dd4d0a77b470cc0c1fe89914db38
3,YELLOWOCEAN,32,32:45.7,9fbb10d9d990f0a41943dc185b26e775cc5148b496168e6a
4,10,32,32:45.7,9fbb14ddd8c5ada4114486185622e676cc0149ba9c45d16e
5,Soul,39,37:01,9fbb438dda95f8a54c10d91e0d7bb777c50648ba9a188b39
6,Turtles,40,30:52.5,9fbd44888c9faaf41d118f190c70ef22ce0614bf9c158b31
7,Domingus Boomr,40,30:52.5,9fbf42dddcc7fcad4c11d94a0e7be022cd5214bd9b19dd38
8,Krautverkoster,45,46:15.6,9ced458bd69eaaa61816de1e0e73e221ce0018edcb118b69
9,Tireloup,46,34:10.8,9cec4189dbc4aaf34a168d1e5b25e224c9521ce89e148d6a
10,Julian,46,34:10.8,9cee178fdcc3fba24c13dc4b0e71b725c8574fbbcf42dd3f
11,Kirme1999,46,34:10.8,9cbb43dddc92fda21b4bdb185b72e022c9574ced9814dc30
12,That1Dfault,51,44:27.9,9fbb438bdac3fff64e138b1d5a73e671c40014ea9b46de39
13,Anguished,51,44:27.9,9fbb14dddbc2a8a011178a4a0a7bb024c40319ea98118d38
14,Godzgalaxyy,51,44:27.9,9fbe1e8ed894adf01145db180d74e576c4034cb89c11db6b
15,MeH kInG nUb,51,44:27.9,9ced15dfdd94f8f41117d91f5d74e371cc5519bd9c16dc6a
16,NorthernCable50,52,28:24.9,9fbe468f8ac4a8a049438c4c0b72e721c95218bacf41db39
17,Mc Karl,52,28:24.9,9fbe1f8adac2fbf61c47da4f5f76e575cc074cea9d41df6b
18,Kiili,52,28:24.9,9cb71e83d8c5ada24a108f4f5a74b321cc0d1fb8ca188a6a
19,TehCreepah,52,28:24.9,9cb716d8da9faca31a418c195a21b777ce0019b9ca428b6e
20,Christoph2205,54,24:06.5,9fbc448adac5ffad1a14dd1f5a22e176ca571bb99c198e6b
21,Der_ute,54,24:06.5,9fbd168dda95fead18458f425b76e775cd031beacb19df3b
22,YT-FynnEbsen,54,24:06.5,9ce941df899efea14c16874c5627e77f9f521de99e458d3d
23,TealZebra1156,54,24:06.5,9fbb1f83dcc5abac1c4ade1d0c70b575cf561dbe9d18d83c
24,Sparky,66,27:15.6,9fbb44dddd90ada51e448f195721e025cb054bb49e45893a
25,PING,66,27:15.6,9fbb1e89dec5a8ad1f138a1f5977ef70990449ee9f13d03b
26,Jon A Man,66,27:15.6,9cea148cd8c7faa24c16d9180e73e77fcd004bee9d41de6b
27,Deficio,73,34:03.6,9fbb42df8e92a8f34a4a8f4d5970ef779d021eed9742d86e
28,Flabby,73,34:03.6,9fbb428cda9efbac1d428c430b72b0239d504fbb9817d96b
29,H,81,28:14.8,9fbb44dfdbc2aaa24a42d91d5a70e175c80c49ba9c10d06c
30,harsh,84,16:30.4,9fbb44d88e93faf710478e485c25e77ecc0c1bee9b19d03f
31,TealZebra3242,84,16:30.4,9fbb1eddd99ffbf41017d94f5b7ab372cd001fb9cd148e6b
32,Nekki,84,16:30.4,9cba4282d7c7f0f611458a4c5e70e523cc014fbd9b468b6e
33,Bongo,89,37:11.5,9fbb41d8d995ffa61b13dd420b73b2769f514cbc9c15d86e
34,Mongo benzin.,89,37:11.5,9fbb42ddddc5aaa111168f1d5b74b271c9054eb8cb17de3c
35,lemu0202,91,14:10.2,9fbb44dfdfc2fba749168a4c5871ee76995149b59a42d86d
36,ETL,91,14:10.2,9fbb1ededdc2f9a71f418d495826e2719f054bbc9f18df69
37,Ym,91,14:10.2,9fbc438cdac4aff14c448d4f577bef23ce0749bb9b438d6c
38,Luca,92,35:18.3,9fbb148bdac4f8f11b46de495626e324cb551fbecc15db3d
39,preuslert,92,35:18.3,9fbc41d88a94fcf41e13894e5f73b724cc571fea9f46dd6a
40,not know,92,35:18.3,9fbc12da8a95f9f31b17dd4e5b21b07ec9031bbd9b138a3e
41,:),96,16:05.6,9fbd17dedb97aaa64a4b88180977b3729e524feacc438e69
