Placement,Name,Score,id
1,WeAreToast,18,49:46,9cb8138e8bc3fef61146884e5f22b424cc0d4eb89f13d13d
2,Master Chief,18,50:35.4,9cb8118a8e9ff0f41b4b884c0c74b77ecc0d1ab59e42da38
3,feinberg,18,50:41.8,9fbc44df8c95aaf61f43874d5d75e377980149e89e44893c
4,BTD 6 NO0O0B,18,51:08.4,9cee418f8a93fca01f468d1a5d26ef25cc064be8cb19dd6b
5,MrPietrek :),18,51:14.4,9ced1589d997fca24c16dc1e5c25e221c8511bbecc13dd38
6,Lunne,18,52:43.9,9ced15d88e95faf7104b8b1d0d7bef70cd571bbacc418c30
7,YT: ZT BTD6,18,52:54,9fbc178bdfc5faa04c45de4d587be77fc4061fbec8128c3c
8,der_ute,18,53:26.1,9fbd168dda95fead18458f425b76e775cd031beacb19df3b
9,W,19,35:03,9cee418ddd90f9a34a458e4d5e25e47fcb021db598188c3d
10,tramway,19,35:35.4,9cba17dedcc3fda210138e425e74e622cd034bba9c16d83a
11,bob t1 solo,19,37:02.4,9fbf43d9d796aaac1c41de4e5e7be672cc511aeacc138a39
12,Player_0,19,38:30.5,9ce942ded897fead1c42dc4a0a7ae77ecb071aba99458d69
13,FiatAccompli,19,38:58.4,9ce941d88a9faba41e4add4e5f71e421cc0c4bb496448a31
14,06bob fan,19,39:31.4,9fbd1589d790f9f71111d94c5d75e623cc504cbccc45db3b
15,ketodivi146,19,39:39.2,9fbd13898993fba24e40dc4b5970ee2198014bb59812d038
16,Someone,19,39:48.1,9fbe438eda92f0f4104bdb4c5b70e27398004fb49741d13c
17,Gavo38322,19,39:58.3,9cb917d8d9c5adad4945d9435c25b07ec8571ae8cb44df6d
18,YT: Kwko,19,41:08.8,9fbf42df8a90f9f01e4adc1a0c21e27eca0748bc9f41da69
19,Huse,19,41:11.8,9fbd42de899facad4c46dd4d0e76e675c40215ef96108e69
20,Zaqwe51,19,41:40.4,9cbb1e88db92fca01910871a0e75e525cf5018b599128e6a
21,goodguyham,19,41:43.1,9fbc1f83dcc0fbf71947de4b0e25e4719e071befcf44de6e
22,T0K1A,19,41:55.6,9fbe158dddc5ada61c478d420a26e37ecf5214e89a45df6c
